"column_record_id","record_scope","report_catalog_index","report_title","report_subject_area","report_path","column_index","column_source","column_xml_type","column_id","column_name","report_display_name","table_heading","column_heading","formula_type","formula","bin_rule_count","definition_catalog_index","definition_name","definition_table_heading","definition_column_heading","definition_path","is_resolved","is_referenced"
"C364","report_column",183,"UCSB eResources Comparison Report","E-Inventory","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/eResources Comparison/UCSB eResources Comparison Report",4,"inline","regularColumn","c6360a4842314b13c","""Electronic Collection"".""Electronic Collection Interface Name""","""Electronic Collection"".""Electronic Collection Interface Name""",,,"sqlExpression","""Electronic Collection"".""Electronic Collection Interface Name""",0,,,,,,,
"C365","report_column",183,"UCSB eResources Comparison Report","E-Inventory","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/eResources Comparison/UCSB eResources Comparison Report",5,"saved_reference","savedRegularColumnRef","c2d15ce3950148fb6","Holdings","Electronic - Count of Electronic Holdings",,,"sqlExpression","COUNT(DISTINCT ""Portfolio"".""Portfolio Id"")",0,1,"Electronic - Count of Electronic Holdings","Portfolio","Holdings","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Electronic - Count of Electronic Holdings",TRUE,
"C366","report_column",183,"UCSB eResources Comparison Report","E-Inventory","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/eResources Comparison/UCSB eResources Comparison Report",6,"saved_reference","savedRegularColumnRef","cfde45ba53c222294","Titles","Electronic - Count of Electronic Titles",,,"sqlExpression","COUNT(DISTINCT ""Bibliographic Details"".""MMS Id"")",0,2,"Electronic - Count of Electronic Titles","Bibliographic Details","Titles","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Electronic - Count of Electronic Titles",TRUE,
"C367","report_column",184,"UCSC Risk Management Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCSC Risk Management Report",1,"saved_reference","savedRegularColumnRef","c82b594d56c75fadd","campus designator","campus designator",,,,,0,,,,,"/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCSC SLF/campus designator",FALSE,
"C368","report_column",184,"UCSC Risk Management Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCSC Risk Management Report",2,"inline","regularColumn","cee292e062dfd689d","""Location"".""Library Name""","""Location"".""Library Name""",,,"sqlExpression","""Location"".""Library Name""",0,,,,,,,
"C369","report_column",184,"UCSC Risk Management Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCSC Risk Management Report",3,"inline","regularColumn","ccf9f61121ed5de7c","""Location"".""Library Code""","""Location"".""Library Code""",,,"sqlExpression","""Location"".""Library Code""",0,,,,,,,
"C370","report_column",184,"UCSC Risk Management Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCSC Risk Management Report",4,"inline","regularColumn","c14b6455f3270569d","""Location"".""Location Name""","""Location"".""Location Name""",,,"sqlExpression","""Location"".""Location Name""",0,,,,,,,
"C371","report_column",184,"UCSC Risk Management Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCSC Risk Management Report",5,"inline","regularColumn","c25515112241d7018","""Location"".""Location Code""","""Location"".""Location Code""",,,"sqlExpression","""Location"".""Location Code""",0,,,,,,,
"C372","report_column",184,"UCSC Risk Management Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCSC Risk Management Report",6,"inline","regularColumn","c036c7c0e207c78b0","""Bibliographic Details"".""Resource Type""","""Bibliographic Details"".""Resource Type""",,,"sqlExpression","""Bibliographic Details"".""Resource Type""",0,,,,,,,
"C373","report_column",184,"UCSC Risk Management Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCSC Risk Management Report",7,"saved_reference","savedRegularColumnRef","ce3ddafad98c1a502","Count of Physical Holdings","Count of Physical Holdings",,,,,0,,,,,"/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Count of Physical Holdings",FALSE,
"C374","report_column",185,"UCSB Electronic Holdings and Titles Report","E-Inventory","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Electronic/UCSB Electronic Holdings and Titles Report",1,"saved_reference","savedRegularColumnRef","c0ad6ee1e1e656a7d","eResources include/exclude designator","excluded designator",,,"binned","""Electronic Collection"".""Electronic Collection Interface Name""",33,7,"Electronic - Global Stats Electronic included/excluded designator","Electronic Collection","eResources include/exclude designator","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Electronic - Global Stats Electronic included/excluded designator",TRUE,
"C375","report_column",185,"UCSB Electronic Holdings and Titles Report","E-Inventory","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Electronic/UCSB Electronic Holdings and Titles Report",2,"saved_reference","savedRegularColumnRef","ca6a6fdc551ca91c6","UCSB eResources Managed By designator","Electronic - UCSB eResources Managed By designator",,,"binned","""Institution"".""Institution Name""",3,195,"Electronic - UCSB eResources Managed By designator","Institution","UCSB eResources Managed By designator","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Electronic - UCSB eResources Managed By designator",TRUE,
"C376","report_column",185,"UCSB Electronic Holdings and Titles Report","E-Inventory","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Electronic/UCSB Electronic Holdings and Titles Report",3,"saved_reference","savedRegularColumnRef","c522878cc99270e54","eResources Library Stats Category","Electronic - Global Stats Electronic Library Categories",,,"binned","""Portfolio Library Unit"".""Library Name""",4,24,"Electronic - Global Stats Electronic Library Categories","UCOP Stats","eResources Library Stats Category","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Electronic - Global Stats Electronic Library Categories",TRUE,
"C377","report_column",185,"UCSB Electronic Holdings and Titles Report","E-Inventory","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Electronic/UCSB Electronic Holdings and Titles Report",4,"inline","regularColumn","cea5066c6462ce29f","""Bibliographic Details"".""Resource Type""","""Bibliographic Details"".""Resource Type""",,,"sqlExpression","""Bibliographic Details"".""Resource Type""",0,,,,,,,
"C378","report_column",185,"UCSB Electronic Holdings and Titles Report","E-Inventory","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Electronic/UCSB Electronic Holdings and Titles Report",5,"saved_reference","savedRegularColumnRef","c2d15ce3950148fb6","Holdings","Electronic - Count of Electronic Holdings",,,"sqlExpression","COUNT(DISTINCT ""Portfolio"".""Portfolio Id"")",0,1,"Electronic - Count of Electronic Holdings","Portfolio","Holdings","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Electronic - Count of Electronic Holdings",TRUE,
"C379","report_column",185,"UCSB Electronic Holdings and Titles Report","E-Inventory","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Electronic/UCSB Electronic Holdings and Titles Report",6,"saved_reference","savedRegularColumnRef","cfde45ba53c222294","Titles","Electronic - Count of Electronic Titles",,,"sqlExpression","COUNT(DISTINCT ""Bibliographic Details"".""MMS Id"")",0,2,"Electronic - Count of Electronic Titles","Bibliographic Details","Titles","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Electronic - Count of Electronic Titles",TRUE,
"C380","report_column",186,"UCSB eResources Library Categorization Report","E-Inventory","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Electronic preparation review reports/UCSB eResources Library Categorization Report",1,"inline","regularColumn","c2a53da92d15619df","""Institution"".""Institution Name""","""Institution"".""Institution Name""",,,"sqlExpression","""Institution"".""Institution Name""",0,,,,,,,
"C381","report_column",186,"UCSB eResources Library Categorization Report","E-Inventory","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Electronic preparation review reports/UCSB eResources Library Categorization Report",2,"saved_reference","savedRegularColumnRef","c93c38f9d46dde768","eResources Library Stats Category","Electronic - Global Stats Electronic Library Categories",,,"binned","""Portfolio Library Unit"".""Library Name""",4,24,"Electronic - Global Stats Electronic Library Categories","UCOP Stats","eResources Library Stats Category","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Electronic - Global Stats Electronic Library Categories",TRUE,
"C382","report_column",186,"UCSB eResources Library Categorization Report","E-Inventory","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Electronic preparation review reports/UCSB eResources Library Categorization Report",3,"inline","regularColumn","c16b804d4f2a9bfed","""Portfolio Library Unit"".""Library Name""","""Portfolio Library Unit"".""Library Name""",,,"sqlExpression","""Portfolio Library Unit"".""Library Name""",0,,,,,,,
"C383","report_column",186,"UCSB eResources Library Categorization Report","E-Inventory","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Electronic preparation review reports/UCSB eResources Library Categorization Report",4,"inline","regularColumn","c9a2b1a7e8a8fa595","""Portfolio Library Unit"".""Library Code""","""Portfolio Library Unit"".""Library Code""",,,"sqlExpression","""Portfolio Library Unit"".""Library Code""",0,,,,,,,
"C384","report_column",187,"UCSB Library Categorization Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCSB Library Categorization Report",1,"saved_reference","savedRegularColumnRef","cca8ab1963e080dac","campus designator","campus designator",,,,,0,,,,,"/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCSB SLF/campus designator",FALSE,
"C385","report_column",187,"UCSB Library Categorization Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCSB Library Categorization Report",2,"saved_reference","savedRegularColumnRef","c247e71ec8482d941","UCSB Library Stats Category","UCSB Library Stats Category",,,,,0,,,,,"/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCSB Library Stats Category",FALSE,
"C386","report_column",187,"UCSB Library Categorization Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCSB Library Categorization Report",3,"inline","regularColumn","c2585db472a60f04b","""Location"".""Library Name""","""Location"".""Library Name""",,,"sqlExpression","""Location"".""Library Name""",0,,,,,,,
"C387","report_column",187,"UCSB Library Categorization Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCSB Library Categorization Report",4,"inline","regularColumn","c29c00b20b93d6510","""Location"".""Library Code""","""Location"".""Library Code""",,,"sqlExpression","""Location"".""Library Code""",0,,,,,,,
"C388","report_column",187,"UCSB Library Categorization Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCSB Library Categorization Report",5,"inline","regularColumn","ce80c79fe167b2f62","""Location"".""Location Name""","""Location"".""Location Name""",,,"sqlExpression","""Location"".""Location Name""",0,,,,,,,
"C389","report_column",187,"UCSB Library Categorization Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCSB Library Categorization Report",6,"inline","regularColumn","c617c0d6880875dab","""Location"".""Location Code""","""Location"".""Location Code""",,,"sqlExpression","""Location"".""Location Code""",0,,,,,,,
"C390","report_column",187,"UCSB Library Categorization Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCSB Library Categorization Report",7,"saved_reference","savedRegularColumnRef","c4748f241953224ae","Count of Physical Holdings","Count of Physical Holdings",,,,,0,,,,,"/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Count of Physical Holdings",FALSE,
"C391","report_column",187,"UCSB Library Categorization Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCSB Library Categorization Report",8,"saved_reference","savedRegularColumnRef","c6452c41b1c4cda5f","Count of Physical Titles","Count of Physical Titles",,,,,0,,,,,"/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Count of Physical Titles",FALSE,
"C392","report_column",188,"SLF-S Added Physical Holdings and Titles Report part 2","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/SLF-S Added Physical Holdings and Titles Report part 2",1,"saved_reference","savedRegularColumnRef","cdb4727d2a4bc0027","Systemwide Library Facility","Physical - Systemwide Library Facility",,,"binned","""Institution"".""Institution Name""",2,269,"Physical - Systemwide Library Facility","Institution","Systemwide Library Facility","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - Systemwide Library Facility",TRUE,
"C393","report_column",188,"SLF-S Added Physical Holdings and Titles Report part 2","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/SLF-S Added Physical Holdings and Titles Report part 2",2,"saved_reference","savedRegularColumnRef","cebcc92d7b1b50b86","SLF Depositor","Physical - SLF Depositor",,,"binned","""Institution"".""Institution Name""",32,266,"Physical - SLF Depositor","Institution","SLF Depositor","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - SLF Depositor",TRUE,
"C394","report_column",188,"SLF-S Added Physical Holdings and Titles Report part 2","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/SLF-S Added Physical Holdings and Titles Report part 2",3,"inline","regularColumn","cd4897b469b0520d2","""Location"".""Library Name""","""Location"".""Library Name""",,,"sqlExpression","""Location"".""Library Name""",0,,,,,,,
"C395","report_column",188,"SLF-S Added Physical Holdings and Titles Report part 2","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/SLF-S Added Physical Holdings and Titles Report part 2",4,"inline","regularColumn","cb6b886e5442e7b4e","""Location"".""Library Code""","""Location"".""Library Code""",,,"sqlExpression","""Location"".""Library Code""",0,,,,,,,
"C396","report_column",188,"SLF-S Added Physical Holdings and Titles Report part 2","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/SLF-S Added Physical Holdings and Titles Report part 2",5,"inline","regularColumn","c741826d9144c87ab","""Location"".""Location Name""","""Location"".""Location Name""",,,"sqlExpression","""Location"".""Location Name""",0,,,,,,,
"C397","report_column",188,"SLF-S Added Physical Holdings and Titles Report part 2","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/SLF-S Added Physical Holdings and Titles Report part 2",6,"inline","regularColumn","c5f7c80cc993d72e0","""Location"".""Location Code""","""Location"".""Location Code""",,,"sqlExpression","""Location"".""Location Code""",0,,,,,,,
"C398","report_column",188,"SLF-S Added Physical Holdings and Titles Report part 2","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/SLF-S Added Physical Holdings and Titles Report part 2",7,"inline","regularColumn","cf158c28723a11737","""Bibliographic Details"".""Resource Type""","""Bibliographic Details"".""Resource Type""",,,"sqlExpression","""Bibliographic Details"".""Resource Type""",0,,,,,,,
"C399","report_column",188,"SLF-S Added Physical Holdings and Titles Report part 2","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/SLF-S Added Physical Holdings and Titles Report part 2",8,"inline","regularColumn","c3c18cc6d41630c5d","""Bibliographic Details"".""Material Type""","""Bibliographic Details"".""Material Type""",,,"sqlExpression","""Bibliographic Details"".""Material Type""",0,,,,,,,
"C400","report_column",188,"SLF-S Added Physical Holdings and Titles Report part 2","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/SLF-S Added Physical Holdings and Titles Report part 2",9,"saved_reference","savedRegularColumnRef","c886b316b33474744","Holdings","Physical - Count of Physical Holdings",,,"sqlExpression","COUNT(DISTINCT ""Physical Item Details"".""Physical Item Id"")",0,262,"Physical - Count of Physical Holdings","Physical Item Details","Holdings","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - Count of Physical Holdings",TRUE,
"C401","report_column",188,"SLF-S Added Physical Holdings and Titles Report part 2","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/SLF-S Added Physical Holdings and Titles Report part 2",10,"saved_reference","savedRegularColumnRef","c41b53947686dd560","Titles","Physical - Count of Physical Titles",,,"sqlExpression","COUNT(DISTINCT ""Bibliographic Details"".""MMS ID"")",0,263,"Physical - Count of Physical Titles","Bibliographic Details","Titles","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - Count of Physical Titles",TRUE,
"C402","report_column",189,"UCB physical holdings and titles report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCB physical holdings and titles report",1,"saved_reference","savedRegularColumnRef","cecd143a46aafb659","Campus designator","Campus designator",,,,,0,,,,,"/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCB SLF/Campus designator",FALSE,
"C403","report_column",189,"UCB physical holdings and titles report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCB physical holdings and titles report",2,"saved_reference","savedRegularColumnRef","c99e3c2efb0c6520c","UCB Library Stats Category","UCB Library Stats Category",,,,,0,,,,,"/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCB Library Stats Category",FALSE,
"C404","report_column",189,"UCB physical holdings and titles report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCB physical holdings and titles report",3,"inline","regularColumn","c91ff931798db204d","""Location"".""Library Name""","""Location"".""Library Name""",,,"sqlExpression","""Location"".""Library Name""",0,,,,,,,
"C405","report_column",189,"UCB physical holdings and titles report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCB physical holdings and titles report",4,"inline","regularColumn","c0a97a99fcff08d4d","""Location"".""Library Code""","""Location"".""Library Code""",,,"sqlExpression","""Location"".""Library Code""",0,,,,,,,
"C406","report_column",189,"UCB physical holdings and titles report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCB physical holdings and titles report",5,"inline","regularColumn","cd78d80d9721dafa1","""Location"".""Location Name""","""Location"".""Location Name""",,,"sqlExpression","""Location"".""Location Name""",0,,,,,,,
"C407","report_column",189,"UCB physical holdings and titles report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCB physical holdings and titles report",6,"inline","regularColumn","cca373db07e6d8158","""Location"".""Location Code""","""Location"".""Location Code""",,,"sqlExpression","""Location"".""Location Code""",0,,,,,,,
"C408","report_column",189,"UCB physical holdings and titles report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCB physical holdings and titles report",7,"inline","regularColumn","c5857dd5f99741e00","""Bibliographic Details"".""Resource Type""","""Bibliographic Details"".""Resource Type""",,,"sqlExpression","""Bibliographic Details"".""Resource Type""",0,,,,,,,
"C409","report_column",189,"UCB physical holdings and titles report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCB physical holdings and titles report",8,"saved_reference","savedRegularColumnRef","c4ed051dbe14f3e88","Holdings Added Year","Physical - Holdings Added Year",,,"binned","""Item Creation Date"".""Item Creation Date""",1,265,"Physical - Holdings Added Year","Item Creation Date","Holdings Added Year","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - Holdings Added Year",TRUE,
"C410","report_column",189,"UCB physical holdings and titles report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCB physical holdings and titles report",9,"saved_reference","savedRegularColumnRef","c36d41845231ae347","Count of Physical Holdings","Count of Physical Holdings",,,,,0,,,,,"/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Count of Physical Holdings",FALSE,
"C411","report_column",189,"UCB physical holdings and titles report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCB physical holdings and titles report",10,"saved_reference","savedRegularColumnRef","c750011e955f0e06f","Count of Physical Titles","Count of Physical Titles",,,,,0,,,,,"/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Count of Physical Titles",FALSE,
"C412","report_column",190,"UCLA User Group Categorization Report","Fulfillment","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCLA User Group Categorization Report",1,"inline","regularColumn","c6f364742ef92f055","""Institution"".""Institution Name""","""Institution"".""Institution Name""",,,"sqlExpression","""Institution"".""Institution Name""",0,,,,,,,
"C413","report_column",190,"UCLA User Group Categorization Report","Fulfillment","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCLA User Group Categorization Report",2,"saved_reference","savedRegularColumnRef","c959a38404bb1a509","UCLA User Group","UCLA User Group",,,,,0,,,,,"/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCLA User Group",FALSE,
"C414","report_column",190,"UCLA User Group Categorization Report","Fulfillment","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCLA User Group Categorization Report",3,"inline","regularColumn","cc7f612ed03527616","""Borrower Details"".""User Group""","""Borrower Details"".""User Group""",,,"sqlExpression","""Borrower Details"".""User Group""",0,,,,,,,
"C415","report_column",191,"UCSD Risk Management Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCSD Risk Management Report",1,"saved_reference","savedRegularColumnRef","c5c7362e4876eb782","campus designator","campus designator",,,,,0,,,,,"/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCSD SLF/campus designator",FALSE,
"C416","report_column",191,"UCSD Risk Management Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCSD Risk Management Report",2,"inline","regularColumn","c11f1bc37045f5246","""Location"".""Library Name""","""Location"".""Library Name""",,,"sqlExpression","""Location"".""Library Name""",0,,,,,,,
"C417","report_column",191,"UCSD Risk Management Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCSD Risk Management Report",3,"inline","regularColumn","c5b753ac3507179de","""Location"".""Library Code""","""Location"".""Library Code""",,,"sqlExpression","""Location"".""Library Code""",0,,,,,,,
"C418","report_column",191,"UCSD Risk Management Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCSD Risk Management Report",4,"inline","regularColumn","cca8e491579614ace","""Location"".""Location Name""","""Location"".""Location Name""",,,"sqlExpression","""Location"".""Location Name""",0,,,,,,,
"C419","report_column",191,"UCSD Risk Management Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCSD Risk Management Report",5,"inline","regularColumn","c0a6425ae82f111ec","""Location"".""Location Code""","""Location"".""Location Code""",,,"sqlExpression","""Location"".""Location Code""",0,,,,,,,
