"saved_column_name","rule_id","bin_criterion","bin_label","explanation","base_formula"
"Physical - UCI Library Stats Category","SC47-R4","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = (6532) AND ""Location"".""Library Code"" = 'NRLF' AND ""Location"".""Location Code"" LIKE ('nu%')","General","","""Location"".""Library Code"""
"Physical - UCI Library Stats Category","SC47-R5","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = (6533) AND ""Location"".""Library Code"" = 'SRLF' AND ""Physical Item Details"".""Statistics Note 1"" IN ('*UCI Library','*UCI Spec Coll')","General","","""Location"".""Library Code"""
"Physical - UCI Library Stats Category","SC47-R6","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = (4701) AND ""Location"".""Library Code"" IN ('CTSOTAMC','LANGSON','MRC','SCIENCE')","General","","""Location"".""Library Code"""
"Physical - UCI Library Stats Category","SC47-R7","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = (4701) AND ""Location"".""Library Code"" IN ('RES_SHARE')","General","","""Location"".""Library Code"""
"Physical - UCI Library Stats Category","SC47-OTHER","All other values","New library - needs categorization","","""Location"".""Library Code"""
"Physical - UCI SLF/campus designator","SC48-R1","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = (6533) AND ""Location"".""Library Code"" = 'SRLF' AND ""Physical Item Details"".""Statistics Note 1"" IN ('*UCI Library','*UCI Spec Coll')","SLF-S","","""Institution"".""Institution Name"""
"Physical - UCI SLF/campus designator","SC48-R2","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = (6532) AND ""Location"".""Library Code"" = 'NRLF' AND ""Location"".""Location Code"" LIKE ('ni%')","SLF-N","","""Institution"".""Institution Name"""
"Physical - UCI SLF/campus designator","SC48-R3","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = (6532) AND ""Location"".""Library Code"" = 'NRLF' AND ""Physical Item Details"".""Retention Note"" LIKE '%CUI%'","SLF-N","","""Institution"".""Institution Name"""
"Physical - UCI SLF/campus designator","SC48-R4","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = 4701","UCI","","""Institution"".""Institution Name"""
"Physical - UCI SLF/campus designator","SC48-OTHER","All other values","Other campuses","","""Institution"".""Institution Name"""
"Physical - UCLA Library Stats Category","SC49-R1","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = (6533) AND ""Location"".""Library Code"" = 'SRLF' AND ""Physical Item Details"".""Statistics Note 1"" = ('*Biomed Library')","Health Science","","""Location"".""Library Code"""
"Physical - UCLA Library Stats Category","SC49-R2","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = (6533) AND ""Location"".""Library Code"" IN ('BIOMED')","Health Science","","""Location"".""Library Code"""
"Physical - UCLA Library Stats Category","SC49-R3","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = (6533) AND ""Location"".""Library Code"" = 'SRLF' AND ""Physical Item Details"".""Statistics Note 1"" IN ('*Law Library','*Law Spec Coll')","Law","","""Location"".""Library Code"""
"Physical - UCLA Library Stats Category","SC49-R4","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = (6533) AND ""Location"".""Library Code"" IN ('LAW')","Law","","""Location"".""Library Code"""
"Physical - UCLA Library Stats Category","SC49-R5","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = (6533) AND ""Location"".""Library Code"" = 'SRLF' AND ""Physical Item Details"".""Statistics Note 1"" IN ('*AAS Center', '*AIS Center','*Clark Library','*CSRC Library','*DLIS Lab','*ERR Library','*ERR Spec Coll','*Ethnomusicology Archive','*Media Laboratory','*Media Library','*UES Reading Room')","Affiliates","","""Location"".""Library Code"""
"Physical - UCLA Library Stats Category","SC49-R6","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = (6533) AND ""Location"".""Library Code"" IN ('AISC', 'AASC', 'BUNCHE', 'CSRC', 'CLARK','ERR','ETHNOMUS','HERB','ISLAB','IML','LABS')","Affiliates","","""Location"".""Library Code"""
"Physical - UCLA Library Stats Category","SC49-R7","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = (6532) AND ""Location"".""Library Code"" = 'NRLF' AND ""Location"".""Location Code"" LIKE ('nl%')","General","","""Location"".""Library Code"""
"Physical - UCLA Library Stats Category","SC49-R8","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = (6532) AND ""Location"".""Library Code"" = 'NRLF' AND ""Location"".""Location Code"" LIKE ('nu%')","General","","""Location"".""Library Code"""
"Physical - UCLA Library Stats Category","SC49-R9","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = (6533) AND ""Location"".""Library Code"" = 'SRLF' AND ""Physical Item Details"".""Statistics Note 1"" IN ('*Art Belt Library','*Arts Library','*Arts Library Cage','*Arts Spec Coll','*Biomed Spec Coll','*Chemistry Library','*College Library','*East Asian Library','*EMS Library','*EMS Spec Coll','*Geology Library','*Geology Spec Coll','*MGI Closed Stacks','*Mgmt Library','*Mgmt Spec Coll','*Music Library','*Music Spec Coll','*Powell Library','*University Archives','*YRL Map Closed Stacks','*YRL Microforms','*YRL NonCirc','*YRL Reference','*YRL Spec Coll','*YRL Stacks')","General","","""Location"".""Library Code"""
"Physical - UCLA Library Stats Category","SC49-R10","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = (6533) AND ""Location"".""Library Code"" IN ('ARTS','EAL','LSC','MANAGEMENT','MUSIC','POWELL','SEL_EMS','SEL_GEO','FTVA','YRL')","General","","""Location"".""Library Code"""
"Physical - UCLA Library Stats Category","SC49-R11","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = (6533) AND ""Location"".""Library Code"" IN ('CLICC_LOCKER','CLICC_LOCKER_YRL','CLICC','RES_SHARE')","General","","""Location"".""Library Code"""
"Physical - UCLA Library Stats Category","SC49-R12","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = (6533) AND ""Location"".""Library Code"" = 'SRLF'","General","","""Location"".""Library Code"""
"Physical - UCLA Library Stats Category","SC49-OTHER","All other values","New library - needs categorization","","""Location"".""Library Code"""
"Physical - UCLA SLF/campus designator","SC50-R1","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = (6533) AND ""Location"".""Library Code"" = 'SRLF' AND ""Physical Item Details"".""Statistics Note 1"" IN ('*AAS Center', '*AIS Center','*Art Belt Library','*Arts Library','*Arts Library Cage','*Arts Spec Coll','*Biomed Library','*Biomed Spec Coll','*Chemistry Library','*Clark Library','*College Library','*CSRC Library','*DLIS Lab','*East Asian Library','*EMS Library','*EMS Spec Coll','*ERR Library','*ERR Spec Coll','*Ethnomusicology Archive','*Geology Library','*Geology Spec Coll','*Law Library','*Law Spec Coll','*Media Laboratory','*Media Library','*MGI Closed Stacks','*Mgmt Library','*Mgmt Spec Coll','*Music Library','*Music Spec Coll','*Powell Library','*UES Reading Room','*University Archives','*YRL Map Closed Stacks','*YRL Microforms','*YRL NonCirc','*YRL Reference','*YRL Spec Coll','*YRL Stacks','*CAS Spec Coll')","SLF-S","","""Institution"".""Institution Name"""
"Physical - UCLA SLF/campus designator","SC50-R2","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = (6532) AND ""Location"".""Library Code"" = 'NRLF' AND ""Location"".""Location Code"" LIKE ('nl%')","SLF-N","","""Institution"".""Institution Name"""
"Physical - UCLA SLF/campus designator","SC50-R3","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = (6532) AND ""Location"".""Library Code"" = 'NRLF' AND ""Physical Item Details"".""Retention Note"" LIKE '%CLU%'","SLF-N","","""Institution"".""Institution Name"""
"Physical - UCLA SLF/campus designator","SC50-R4","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = (6533) AND ""Location"".""Library Code"" = 'SRLF'","Other SLF-S Depositors","","""Institution"".""Institution Name"""
"Physical - UCLA SLF/campus designator","SC50-R5","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = 6533","UCLA","","""Institution"".""Institution Name"""
"Physical - UCLA SLF/campus designator","SC50-OTHER","All other values","Other campuses","","""Institution"".""Institution Name"""
"Physical - UCM Library Stats Category","SC51-R1","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = (6532) AND ""Location"".""Library Code"" = 'NRLF' AND ""Location"".""Location Code"" LIKE ('nu%')","General","","""Location"".""Location Code"""
"Physical - UCM Library Stats Category","SC51-R2","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = (6533) AND ""Location"".""Library Code"" = 'SRLF' AND ""Physical Item Details"".""Statistics Note 1"" = ('*UCM Spec Coll')","General","","""Location"".""Location Code"""
"Physical - UCM Library Stats Category","SC51-R3","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = (6534) AND ""Location"".""Library Code"" IN ('KOLL')","General","","""Location"".""Location Code"""
"Physical - UCM Library Stats Category","SC51-R4","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = (6534) AND ""Location"".""Library Code"" IN ('RES_SHARE')","General","","""Location"".""Location Code"""
"Physical - UCM Library Stats Category","SC51-OTHER","All other values","New library - needs categorization","","""Location"".""Location Code"""
"Physical - UCM SLF/campus designator","SC52-R1","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = (6533) AND ""Location"".""Library Code"" = 'SRLF' AND ""Physical Item Details"".""Statistics Note 1"" IN ('*UCM Spec Coll')","SLF-S","","""Institution"".""Institution Name"""
"Physical - UCM SLF/campus designator","SC52-R2","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = 6534","UCM","","""Institution"".""Institution Name"""
"Physical - UCM SLF/campus designator","SC52-OTHER","All other values","Other campuses","","""Institution"".""Institution Name"""
"Physical - UCR Library Stats Category","SC53-R1","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = (6533) AND ""Location"".""Library Code"" = 'SRLF' AND ""Physical Item Details"".""Statistics Note 1"" = ('*UCR Spec Coll')","Special (ARL only)","","""Location"".""Library Code"""
"Physical - UCR Library Stats Category","SC53-R2","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = (4706) AND ""Location"".""Library Code"" = ('SPECIALCOL')","Special (ARL only)","","""Location"".""Library Code"""
"Physical - UCR Library Stats Category","SC53-R3","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = (6532) AND ""Location"".""Library Code"" = 'NRLF' AND ""Location"".""Location Code"" LIKE ('nr%')","General","","""Location"".""Library Code"""
"Physical - UCR Library Stats Category","SC53-R4","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = (6532) AND ""Location"".""Library Code"" = 'NRLF' AND ""Location"".""Location Code"" LIKE ('nu%')","General","","""Location"".""Library Code"""
"Physical - UCR Library Stats Category","SC53-R5","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = (6533) AND ""Location"".""Library Code"" = 'SRLF' AND ""Physical Item Details"".""Statistics Note 1"" = ('*UCR Library')","General","","""Location"".""Library Code"""
"Physical - UCR Library Stats Category","SC53-R6","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = (4706) AND ""Location"".""Library Code"" IN ('ORBACH', 'RIVERA')","General","","""Location"".""Library Code"""
"Physical - UCR Library Stats Category","SC53-R7","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = (4706) AND ""Location"".""Library Code"" IN ('RES_SHARE')","General","","""Location"".""Library Code"""
"Physical - UCR Library Stats Category","SC53-OTHER","All other values","New library - needs categorization","","""Location"".""Library Code"""
"Physical - UCR SLF/campus designator","SC54-R1","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = (6533) AND ""Location"".""Library Code"" = 'SRLF' AND ""Physical Item Details"".""Statistics Note 1"" IN ('*UCR Library', '*UCR Spec Coll')","SLF-S","","""Institution"".""Institution Name"""
"Physical - UCR SLF/campus designator","SC54-R2","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = (6532) AND ""Location"".""Library Code"" = 'NRLF' AND ""Location"".""Location Code"" LIKE ('nr%')","SLF-N","","""Institution"".""Institution Name"""
"Physical - UCR SLF/campus designator","SC54-R3","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = (6532) AND ""Location"".""Library Code"" = 'NRLF' AND ""Physical Item Details"".""Retention Note"" LIKE '%CRU%'","SLF-N","","""Institution"".""Institution Name"""
"Physical - UCR SLF/campus designator","SC54-R4","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = 4706","UCR","","""Institution"".""Institution Name"""
"Physical - UCR SLF/campus designator","SC54-OTHER","All other values","Other campuses","","""Institution"".""Institution Name"""
"Physical - UCSB Library Stats Category","SC55-R1","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = (6532) AND ""Location"".""Library Code"" = 'NRLF' AND ""Location"".""Location Code"" LIKE ('ns%')","General","","""Location"".""Library Code"""
"Physical - UCSB Library Stats Category","SC55-R2","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = (6532) AND ""Location"".""Library Code"" = 'NRLF' AND ""Location"".""Location Code"" LIKE ('nu%')","General","","""Location"".""Library Code"""
"Physical - UCSB Library Stats Category","SC55-R3","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = (6533) AND ""Location"".""Library Code"" = 'SRLF' AND ""Physical Item Details"".""Statistics Note 1"" IN ('*UCSB Library', '*UCSB Spec Coll')","General","","""Location"".""Library Code"""
"Physical - UCSB Library Stats Category","SC55-R4","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = (3776) AND ""Location"".""Library Code"" IN ('RBS','MAIN')","General","","""Location"".""Library Code"""
"Physical - UCSB Library Stats Category","SC55-R5","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = (3776) AND ""Location"".""Library Code"" IN ('MAKERSPACE','RES_SHARE')","General","","""Location"".""Library Code"""
"Physical - UCSB Library Stats Category","SC55-R6","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = (3776) AND ""Location"".""Library Code"" IN ('EQUIP')","Exclude","","""Location"".""Library Code"""
"Physical - UCSB Library Stats Category","SC55-OTHER","All other values","New library - needs categorization","","""Location"".""Library Code"""
"Physical - UCSB SLF/campus designator","SC56-R1","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = (6533) AND ""Location"".""Library Code"" = 'SRLF' AND ""Physical Item Details"".""Statistics Note 1"" IN ('*UCSB Library', '*UCSB Spec Coll')","SLF-S","","""Institution"".""Institution Name"""
"Physical - UCSB SLF/campus designator","SC56-R2","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = (6532) AND ""Location"".""Library Code"" = 'NRLF' AND ""Location"".""Location Code"" LIKE ('ns%')","SLF-N","","""Institution"".""Institution Name"""
"Physical - UCSB SLF/campus designator","SC56-R3","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = (6532) AND ""Location"".""Library Code"" = 'NRLF' AND ""Physical Item Details"".""Retention Note"" LIKE '%CUT%'","SLF-N","","""Institution"".""Institution Name"""
"Physical - UCSB SLF/campus designator","SC56-R4","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = 3776","UCSB","","""Institution"".""Institution Name"""
"Physical - UCSB SLF/campus designator","SC56-OTHER","All other values","Other campuses","","""Institution"".""Institution Name"""
"Physical - UCSC Library Stats Category","SC57-R1","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = (6532) AND ""Location"".""Library Code"" = 'NRLF' AND ""Location"".""Location Code"" LIKE ('nc%')","General","","""Location"".""Library Code"""
"Physical - UCSC Library Stats Category","SC57-R2","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = (6532) AND ""Location"".""Library Code"" = 'NRLF' AND ""Location"".""Location Code"" LIKE ('nu%')","General","","""Location"".""Library Code"""
"Physical - UCSC Library Stats Category","SC57-R3","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = (6533) AND ""Location"".""Library Code"" = 'SRLF' AND ""Physical Item Details"".""Statistics Note 1"" = ('*UCSC Library')","General","","""Location"".""Library Code"""
"Physical - UCSC Library Stats Category","SC57-R4","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = (4876) AND ""Location"".""Library Code"" IN ('MCH','DSC','SE')","General","","""Location"".""Library Code"""
"Physical - UCSC Library Stats Category","SC57-R5","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = (4876) AND ""Location"".""Library Code"" IN ('RES_SHARE')","General","","""Location"".""Library Code"""
"Physical - UCSC Library Stats Category","SC57-OTHER","All other values","New library - needs categorization","","""Location"".""Library Code"""
"Physical - UCSC SLF/campus designator","SC58-R1","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = (6533) AND ""Location"".""Library Code"" = 'SRLF' AND ""Physical Item Details"".""Statistics Note 1"" IN ('*UCSC Library')","SLF-S","","""Institution"".""Institution Name"""
"Physical - UCSC SLF/campus designator","SC58-R2","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = (6532) AND ""Location"".""Library Code"" = 'NRLF' AND ""Location"".""Location Code"" LIKE ('nc%')","SLF-N","","""Institution"".""Institution Name"""
"Physical - UCSC SLF/campus designator","SC58-R3","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = (6532) AND ""Location"".""Library Code"" = 'NRLF' AND ""Physical Item Details"".""Retention Note"" LIKE '%CUZ%'","SLF-N","","""Institution"".""Institution Name"""
"Physical - UCSC SLF/campus designator","SC58-R4","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = 4876","UCSC","","""Institution"".""Institution Name"""
"Physical - UCSC SLF/campus designator","SC58-OTHER","All other values","Other campuses","","""Institution"".""Institution Name"""
"Physical - UCSD Library Stats Category","SC59-R1","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = (6532) AND ""Location"".""Library Code"" = 'NRLF' AND ""Location"".""Location Code"" LIKE ('ng%')","General","","""Location"".""Library Code"""
"Physical - UCSD Library Stats Category","SC59-R2","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = (6532) AND ""Location"".""Library Code"" = 'NRLF' AND ""Location"".""Location Code"" LIKE ('nu%')","General","","""Location"".""Library Code"""
"Physical - UCSD Library Stats Category","SC59-R3","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = (6533) AND ""Location"".""Library Code"" = 'SRLF' AND ""Physical Item Details"".""Statistics Note 1"" IN ('*UCSD Scripps','*UCSD Library','*UCSD Spec Coll')","General","","""Location"".""Library Code"""
"Physical - UCSD Library Stats Category","SC59-R4","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = (6535) AND ""Location"".""Library Code"" IN ('GEISEL','ANNEX','SCA','WongAvery')","General","","""Location"".""Library Code"""
"Physical - UCSD Library Stats Category","SC59-R5","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = (6535) AND ""Location"".""Library Code"" IN ('BorrowBot', 'RES_SHARE')","General","","""Location"".""Library Code"""
"Physical - UCSD Library Stats Category","SC59-OTHER","All other values","New library - needs categorization","","""Location"".""Library Code"""
"Physical - UCSD SLF/campus designator","SC60-R1","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = (6533) AND ""Location"".""Library Code"" = 'SRLF' AND ""Physical Item Details"".""Statistics Note 1"" IN ('*UCSD Scripps','*UCSD Library','*UCSD Spec Coll')","SLF-S","","""Institution"".""Institution Name"""
"Physical - UCSD SLF/campus designator","SC60-R2","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = (6532) AND ""Location"".""Library Code"" = 'NRLF' AND ""Location"".""Location Code"" LIKE ('ng%')","SLF-N","","""Institution"".""Institution Name"""
"Physical - UCSD SLF/campus designator","SC60-R3","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = (6532) AND ""Location"".""Library Code"" = 'NRLF' AND ""Physical Item Details"".""Retention Note"" LIKE '%CUS%'","SLF-N","","""Institution"".""Institution Name"""
"Physical - UCSD SLF/campus designator","SC60-R4","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = 6535","UCSD","","""Institution"".""Institution Name"""
"Physical - UCSD SLF/campus designator","SC60-OTHER","All other values","Other campuses","","""Institution"".""Institution Name"""
"Physical - UCSF Library Stats Category","SC61-R1","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = (6532) AND ""Location"".""Library Code"" = 'NRLF' AND ""Location"".""Location Code"" IN ('nfge', 'nfger','nfspr')","Health Science","","""Location"".""Library Code"""
"Physical - UCSF Library Stats Category","SC61-R2","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = (6533) AND ""Location"".""Library Code"" = 'SRLF' AND ""Physical Item Details"".""Statistics Note 1"" = ('*UCSF Library')","Health Science","","""Location"".""Library Code"""
"Physical - UCSF Library Stats Category","SC61-R3","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = (6536) AND ""Location"".""Library Code"" IN ('asc','mb','pa','sf')","Health Science","","""Location"".""Library Code"""
"Physical - UCSF Library Stats Category","SC61-R4","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = (6532) AND ""Location"".""Library Code"" = 'NRLF' AND ""Location"".""Location Code"" LIKE ('nu%')","Health Science","","""Location"".""Library Code"""
"Physical - UCSF Library Stats Category","SC61-R5","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = (6536) AND ""Location"".""Library Code"" IN ('RES_SHARE')","Health Science","","""Location"".""Library Code"""
"Physical - UCSF Library Stats Category","SC61-OTHER","All other values","New library - needs categorization","","""Location"".""Library Code"""
"Physical - UCSF SLF/campus designator","SC62-R1","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = (6533) AND ""Location"".""Library Code"" = 'SRLF' AND ""Physical Item Details"".""Statistics Note 1"" IN ('*UCSF Library')","SLF-S","","""Institution"".""Institution Name"""
"Physical - UCSF SLF/campus designator","SC62-R2","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = (6532) AND ""Location"".""Library Code"" = 'NRLF' AND ""Location"".""Location Code"" LIKE ('nf%')","SLF-N","","""Institution"".""Institution Name"""
"Physical - UCSF SLF/campus designator","SC62-R3","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = (6532) AND ""Location"".""Library Code"" = 'NRLF' AND ""Physical Item Details"".""Retention Note"" LIKE '%CUN%'","SLF-N","","""Institution"".""Institution Name"""
"Physical - UCSF SLF/campus designator","SC62-R4","DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = 6536","UCSF","","""Institution"".""Institution Name"""
"Physical - UCSF SLF/campus designator","SC62-OTHER","All other values","Other campuses","","""Institution"".""Institution Name"""
"RM Building - UCB","SC63-R1","""Location"".""Location Code"" is equal to / is in zw","Withdrawn","","""Location"".""Location Code"""
"RM Building - UCB","SC63-R2","""Location"".""Location Code"" = 'tby'","2121 Alston","","""Location"".""Location Code"""
"RM Building - UCB","SC63-R3","""Location"".""Location Code"" LIKE 'ir%'","2521 Channing Way","","""Location"".""Location Code"""
"RM Building - UCB","SC63-R4","""Location"".""Location Code"" LIKE 'pf%'","BAMPFA","","""Location"".""Location Code"""
"RM Building - UCB","SC63-R5","""Location"".""Location Code"" LIKE 'en%'","BECHTEL","","""Location"".""Location Code"""
"RM Building - UCB","SC63-R6","""Location"".""Location Code"" = 'law'","Boalt","","""Location"".""Location Code"""
"RM Building - UCB","SC63-R7","""Location"".""Location Code"" LIKE 'ea%'","C.V. Starr East Asian Library","","""Location"".""Location Code"""
"RM Building - UCB","SC63-R8","""Location"".""Location Code"" is equal to / is in ah; ah9t; dl; dn; dr; gs; ma9x; mf; mo; ss","DOE","","""Location"".""Location Code"""
"RM Building - UCB","SC63-R9","""Location"".""Location Code"" is equal to / is in tb; tj","Doe Annex","","""Location"".""Location Code"""
"RM Building - UCB","SC63-R10","""Location"".""Library Code"" = 'BANC'","Doe Annex","","""Location"".""Location Code"""
"RM Building - UCB","SC63-R11","""Location"".""Location Code"" is equal to / is in mt","EVANS","","""Location"".""Location Code"""
"RM Building - UCB","SC63-R12","""Location"".""Location Code"" is equal to / is in ma","GARDNER","","""Location"".""Location Code"""
"RM Building - UCB","SC63-R13","""Location"".""Location Code"" is equal to / is in bu","HAAS","","""Location"".""Location Code"""
"RM Building - UCB","SC63-R14","""Location"".""Location Code"" is equal to / is in mu","HANGROVE","","""Location"".""Location Code"""
"RM Building - UCB","SC63-R15","""Location"".""Location Code"" is equal to / is in so","HAVILAND","","""Location"".""Location Code"""
"RM Building - UCB","SC63-R16","""Location"".""Location Code"" is equal to / is in ch","HILDEBRAND","","""Location"".""Location Code"""
"RM Building - UCB","SC63-R17","""Location"".""Location Code"" is equal to / is in an","KROEBER","","""Location"".""Location Code"""
"RM Building - UCB","SC63-R18","""Location"".""Location Code"" is equal to / is in es","MCCONE","","""Location"".""Location Code"""
"RM Building - UCB","SC63-R19","""Location"".""Location Code"" is equal to / is in it","MCLAUGHLIN","","""Location"".""Location Code"""
"RM Building - UCB","SC63-R20","""Location"".""Location Code""ite","MCLAUGHLIN Annex","","""Location"".""Location Code"""
"RM Building - UCB","SC63-R21","""Location"".""Location Code"" is equal to / is in oh","MINOR","","""Location"".""Location Code"""
"RM Building - UCB","SC63-R22","""Location"".""Location Code"" is equal to / is in mc","MOFFITT","","""Location"".""Location Code"""
"RM Building - UCB","SC63-R23","""Location"".""Location Code"" is equal to / is in ig","MOSES","","""Location"".""Location Code"""
"RM Building - UCB","SC63-R24","""Location"".""Location Code"" is equal to / is in qax; qcx; qnx","Old Art Gallery","","""Location"".""Location Code"""
"RM Building - UCB","SC63-R25","""Location"".""Location Code"" is equal to / is in lawb; wb","Online","","""Location"".""Location Code"""
"RM Building - UCB","SC63-R26","""Location"".""Location Code"" is equal to / is in ph","Physics North","","""Location"".""Location Code"""
"RM Building - UCB","SC63-R27","""Location"".""Location Code"" is equal to / is in n","SLF-N","","""Location"".""Location Code"""
"RM Building - UCB","SC63-R28","""Location"".""Location Code"" is equal to / is in bi","VLSB","","""Location"".""Location Code"""
"RM Building - UCB","SC63-R29","""Location"".""Location Code"" is equal to / is in ev; ce","WURSTER","","""Location"".""Location Code"""
"RM Building - UCB","SC63-R30","""Location"".""Location Code"" is equal to / is in qa; qc; qe; qn","STEPHENS","","""Location"".""Location Code"""
"RM Building - UCB","SC63-R31","""Location"".""Library Code"" = 'LBNL'","Lawrence Berkeley National Laboratory Library, LBNL","","""Location"".""Location Code"""
"RM Building - UCB","SC63-R32","""Location"".""Library Code"" = 'SRLF'","SLF-S","","""Location"".""Location Code"""
"RM Building - UCB","SC63-OTHER","All other values","(review needed)","","""Location"".""Location Code"""
"zzBACKUP Electronic - Global Stats Electronic included/excluded designator","SC64-R1","""Bibliographic Details"".""Title"" IS NULL","Excluded","","""Electronic Collection"".""Electronic Collection Public Name"""
