"rule_id","rule_type","source_type","record_scope","rule_name","rule_index","rule_kind","criterion_text","review_label","explanation","criterion_text_category","join_operator","value_count","report_catalog_index","report_title","report_path","report_column_index","definition_catalog_index","definition_name","definition_path"
"RC196-C4-FORMULA","Column","inline","report_inline","""Electronic Collection"".""Electronic Collection Interface Name""",1,"formula","""Electronic Collection"".""Electronic Collection Interface Name""","Calculated value","","""Electronic Collection"".""Electronic Collection Interface Name""",,,196,"UCSC eResources Comparison Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/eResources Comparison/UCSC eResources Comparison Report",4,,,
"RC197-C4-FORMULA","Column","inline","report_inline","""Bibliographic Details"".""Resource Type""",1,"formula","""Bibliographic Details"".""Resource Type""","Calculated value","","""Bibliographic Details"".""Resource Type""",,,197,"UCSC Electronic Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Electronic/UCSC Electronic Holdings and Titles Report",4,,,
"RC198-C1-FORMULA","Column","inline","report_inline","""Institution"".""Institution Name""",1,"formula","""Institution"".""Institution Name""","Calculated value","","""Institution"".""Institution Name""",,,198,"UCSC eResources Library Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Electronic preparation review reports/UCSC eResources Library Categorization Report",1,,,
"RC198-C3-FORMULA","Column","inline","report_inline","""Portfolio Library Unit"".""Library Name""",1,"formula","""Portfolio Library Unit"".""Library Name""","Calculated value","","""Portfolio Library Unit"".""Library Name""",,,198,"UCSC eResources Library Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Electronic preparation review reports/UCSC eResources Library Categorization Report",3,,,
"RC198-C4-FORMULA","Column","inline","report_inline","""Portfolio Library Unit"".""Library Code""",1,"formula","""Portfolio Library Unit"".""Library Code""","Calculated value","","""Portfolio Library Unit"".""Library Code""",,,198,"UCSC eResources Library Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Electronic preparation review reports/UCSC eResources Library Categorization Report",4,,,
"RC199-C3-FORMULA","Column","inline","report_inline","""Location"".""Library Name""",1,"formula","""Location"".""Library Name""","Calculated value","","""Location"".""Library Name""",,,199,"UCD Physical Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCD Physical Holdings and Titles Report",3,,,
"RC199-C4-FORMULA","Column","inline","report_inline","""Location"".""Library Code""",1,"formula","""Location"".""Library Code""","Calculated value","","""Location"".""Library Code""",,,199,"UCD Physical Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCD Physical Holdings and Titles Report",4,,,
"RC199-C5-FORMULA","Column","inline","report_inline","""Location"".""Location Name""",1,"formula","""Location"".""Location Name""","Calculated value","","""Location"".""Location Name""",,,199,"UCD Physical Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCD Physical Holdings and Titles Report",5,,,
"RC199-C6-FORMULA","Column","inline","report_inline","""Location"".""Location Code""",1,"formula","""Location"".""Location Code""","Calculated value","","""Location"".""Location Code""",,,199,"UCD Physical Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCD Physical Holdings and Titles Report",6,,,
"RC199-C7-FORMULA","Column","inline","report_inline","""Bibliographic Details"".""Resource Type""",1,"formula","""Bibliographic Details"".""Resource Type""","Calculated value","","""Bibliographic Details"".""Resource Type""",,,199,"UCD Physical Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCD Physical Holdings and Titles Report",7,,,
"RC201-C4-FORMULA","Column","inline","report_inline","""Electronic Collection"".""Electronic Collection Interface Name""",1,"formula","""Electronic Collection"".""Electronic Collection Interface Name""","Calculated value","","""Electronic Collection"".""Electronic Collection Interface Name""",,,201,"UCSD eResources Comparison Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/eResources Comparison/UCSD eResources Comparison Report",4,,,
"RC202-C1-FORMULA","Column","inline","report_inline","""Institution"".""Institution Name""",1,"formula","""Institution"".""Institution Name""","Calculated value","","""Institution"".""Institution Name""",,,202,"UCM Check-Out Type Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCM Check-Out Type Categorization Report",1,,,
"RC202-C3-FORMULA","Column","inline","report_inline","""Item Location at Time of Loan"".""Library Name""",1,"formula","""Item Location at Time of Loan"".""Library Name""","Calculated value","","""Item Location at Time of Loan"".""Library Name""",,,202,"UCM Check-Out Type Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCM Check-Out Type Categorization Report",3,,,
"RC202-C4-FORMULA","Column","inline","report_inline","""Item Location at Time of Loan"".""Library Code""",1,"formula","""Item Location at Time of Loan"".""Library Code""","Calculated value","","""Item Location at Time of Loan"".""Library Code""",,,202,"UCM Check-Out Type Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCM Check-Out Type Categorization Report",4,,,
"RC202-C5-FORMULA","Column","inline","report_inline","""Item Location at Time of Loan"".""Location Name""",1,"formula","""Item Location at Time of Loan"".""Location Name""","Calculated value","","""Item Location at Time of Loan"".""Location Name""",,,202,"UCM Check-Out Type Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCM Check-Out Type Categorization Report",5,,,
"RC202-C6-FORMULA","Column","inline","report_inline","""Item Location at Time of Loan"".""Location Code""",1,"formula","""Item Location at Time of Loan"".""Location Code""","Calculated value","","""Item Location at Time of Loan"".""Location Code""",,,202,"UCM Check-Out Type Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCM Check-Out Type Categorization Report",6,,,
"RC204-C3-FORMULA","Column","inline","report_inline","""Location"".""Library Name""",1,"formula","""Location"".""Library Name""","Calculated value","","""Location"".""Library Name""",,,204,"UCSD Library Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCSD Library Categorization Report",3,,,
"RC204-C4-FORMULA","Column","inline","report_inline","""Location"".""Library Code""",1,"formula","""Location"".""Library Code""","Calculated value","","""Location"".""Library Code""",,,204,"UCSD Library Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCSD Library Categorization Report",4,,,
"RC204-C5-FORMULA","Column","inline","report_inline","""Location"".""Location Name""",1,"formula","""Location"".""Location Name""","Calculated value","","""Location"".""Location Name""",,,204,"UCSD Library Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCSD Library Categorization Report",5,,,
"RC204-C6-FORMULA","Column","inline","report_inline","""Location"".""Location Code""",1,"formula","""Location"".""Location Code""","Calculated value","","""Location"".""Location Code""",,,204,"UCSD Library Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCSD Library Categorization Report",6,,,
"RC205-C2-FORMULA","Column","inline","report_inline","""Location"".""Library Name""",1,"formula","""Location"".""Library Name""","Calculated value","","""Location"".""Library Name""",,,205,"UCSF Risk Management Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCSF Risk Management Report",2,,,
"RC205-C3-FORMULA","Column","inline","report_inline","""Location"".""Library Code""",1,"formula","""Location"".""Library Code""","Calculated value","","""Location"".""Library Code""",,,205,"UCSF Risk Management Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCSF Risk Management Report",3,,,
"RC205-C4-FORMULA","Column","inline","report_inline","""Location"".""Location Name""",1,"formula","""Location"".""Location Name""","Calculated value","","""Location"".""Location Name""",,,205,"UCSF Risk Management Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCSF Risk Management Report",4,,,
"RC205-C5-FORMULA","Column","inline","report_inline","""Location"".""Location Code""",1,"formula","""Location"".""Location Code""","Calculated value","","""Location"".""Location Code""",,,205,"UCSF Risk Management Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCSF Risk Management Report",5,,,
"RC205-C6-FORMULA","Column","inline","report_inline","""Bibliographic Details"".""Resource Type""",1,"formula","""Bibliographic Details"".""Resource Type""","Calculated value","","""Bibliographic Details"".""Resource Type""",,,205,"UCSF Risk Management Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCSF Risk Management Report",6,,,
"RC206-C1-FORMULA","Column","inline","report_inline","""Institution"".""Institution Name""",1,"formula","""Institution"".""Institution Name""","Calculated value","","""Institution"".""Institution Name""",,,206,"UCSD eResources Library Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Electronic preparation review reports/UCSD eResources Library Categorization Report",1,,,
"RC206-C3-FORMULA","Column","inline","report_inline","""Portfolio Library Unit"".""Library Name""",1,"formula","""Portfolio Library Unit"".""Library Name""","Calculated value","","""Portfolio Library Unit"".""Library Name""",,,206,"UCSD eResources Library Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Electronic preparation review reports/UCSD eResources Library Categorization Report",3,,,
"RC206-C4-FORMULA","Column","inline","report_inline","""Portfolio Library Unit"".""Library Code""",1,"formula","""Portfolio Library Unit"".""Library Code""","Calculated value","","""Portfolio Library Unit"".""Library Code""",,,206,"UCSD eResources Library Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Electronic preparation review reports/UCSD eResources Library Categorization Report",4,,,
"RC207-C4-FORMULA","Column","inline","report_inline","""Bibliographic Details"".""Resource Type""",1,"formula","""Bibliographic Details"".""Resource Type""","Calculated value","","""Bibliographic Details"".""Resource Type""",,,207,"UCSD Electronic Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Electronic/UCSD Electronic Holdings and Titles Report",4,,,
"RC208-C3-FORMULA","Column","inline","report_inline","""Item Location at Time of Loan"".""Library Name""",1,"formula","""Item Location at Time of Loan"".""Library Name""","Calculated value","","""Item Location at Time of Loan"".""Library Name""",,,208,"UCSF Physical Collection Usage","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical Collection Usage/UCSF Physical Collection Usage",3,,,
"RC208-C4-FORMULA","Column","inline","report_inline","""Item Location at Time of Loan"".""Library Code""",1,"formula","""Item Location at Time of Loan"".""Library Code""","Calculated value","","""Item Location at Time of Loan"".""Library Code""",,,208,"UCSF Physical Collection Usage","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical Collection Usage/UCSF Physical Collection Usage",4,,,
"RC208-C5-FORMULA","Column","inline","report_inline","""Item Location at Time of Loan"".""Location Name""",1,"formula","""Item Location at Time of Loan"".""Location Name""","Calculated value","","""Item Location at Time of Loan"".""Location Name""",,,208,"UCSF Physical Collection Usage","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical Collection Usage/UCSF Physical Collection Usage",5,,,
"RC208-C6-FORMULA","Column","inline","report_inline","""Item Location at Time of Loan"".""Location Code""",1,"formula","""Item Location at Time of Loan"".""Location Code""","Calculated value","","""Item Location at Time of Loan"".""Location Code""",,,208,"UCSF Physical Collection Usage","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical Collection Usage/UCSF Physical Collection Usage",6,,,
"RC211-C1-FORMULA","Column","inline","report_inline","""Institution"".""Institution Name""",1,"formula","""Institution"".""Institution Name""","Calculated value","","""Institution"".""Institution Name""",,,211,"UCSF eResources Library Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Electronic preparation review reports/UCSF eResources Library Categorization Report",1,,,
"RC211-C3-FORMULA","Column","inline","report_inline","""Portfolio Library Unit"".""Library Name""",1,"formula","""Portfolio Library Unit"".""Library Name""","Calculated value","","""Portfolio Library Unit"".""Library Name""",,,211,"UCSF eResources Library Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Electronic preparation review reports/UCSF eResources Library Categorization Report",3,,,
"RC211-C4-FORMULA","Column","inline","report_inline","""Portfolio Library Unit"".""Library Code""",1,"formula","""Portfolio Library Unit"".""Library Code""","Calculated value","","""Portfolio Library Unit"".""Library Code""",,,211,"UCSF eResources Library Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Electronic preparation review reports/UCSF eResources Library Categorization Report",4,,,
"RC212-C1-FORMULA","Column","inline","report_inline","""Institution"".""Institution Name""",1,"formula","""Institution"".""Institution Name""","Calculated value","","""Institution"".""Institution Name""",,,212,"UCM User Group categorization report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCM User Group categorization report",1,,,
"RC212-C3-FORMULA","Column","inline","report_inline","""Borrower Details"".""User Group""",1,"formula","""Borrower Details"".""User Group""","Calculated value","","""Borrower Details"".""User Group""",,,212,"UCM User Group categorization report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCM User Group categorization report",3,,,
"RC213-C3-FORMULA","Column","inline","report_inline","""Location"".""Library Name""",1,"formula","""Location"".""Library Name""","Calculated value","","""Location"".""Library Name""",,,213,"UCSF Library Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCSF Library Categorization Report",3,,,
"RC213-C4-FORMULA","Column","inline","report_inline","""Location"".""Library Code""",1,"formula","""Location"".""Library Code""","Calculated value","","""Location"".""Library Code""",,,213,"UCSF Library Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCSF Library Categorization Report",4,,,
"RC213-C5-FORMULA","Column","inline","report_inline","""Location"".""Location Name""",1,"formula","""Location"".""Location Name""","Calculated value","","""Location"".""Location Name""",,,213,"UCSF Library Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCSF Library Categorization Report",5,,,
"RC213-C6-FORMULA","Column","inline","report_inline","""Location"".""Location Code""",1,"formula","""Location"".""Location Code""","Calculated value","","""Location"".""Location Code""",,,213,"UCSF Library Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCSF Library Categorization Report",6,,,
"RC214-C4-FORMULA","Column","inline","report_inline","""Bibliographic Details"".""Resource Type""",1,"formula","""Bibliographic Details"".""Resource Type""","Calculated value","","""Bibliographic Details"".""Resource Type""",,,214,"UCSF Electronic Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Electronic/UCSF Electronic Holdings and Titles Report",4,,,
"RC215-C4-FORMULA","Column","inline","report_inline","""Electronic Collection"".""Electronic Collection Interface Name""",1,"formula","""Electronic Collection"".""Electronic Collection Interface Name""","Calculated value","","""Electronic Collection"".""Electronic Collection Interface Name""",,,215,"UCSF eResources Comparison Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/eResources Comparison/UCSF eResources Comparison Report",4,,,
"RC216-C3-FORMULA","Column","inline","report_inline","""Location"".""Library Name""",1,"formula","""Location"".""Library Name""","Calculated value","","""Location"".""Library Name""",,,216,"UCI Physical Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCI Physical Holdings and Titles Report",3,,,
"RC216-C4-FORMULA","Column","inline","report_inline","""Location"".""Library Code""",1,"formula","""Location"".""Library Code""","Calculated value","","""Location"".""Library Code""",,,216,"UCI Physical Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCI Physical Holdings and Titles Report",4,,,
"RC216-C5-FORMULA","Column","inline","report_inline","""Location"".""Location Name""",1,"formula","""Location"".""Location Name""","Calculated value","","""Location"".""Location Name""",,,216,"UCI Physical Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCI Physical Holdings and Titles Report",5,,,
"RC216-C6-FORMULA","Column","inline","report_inline","""Location"".""Location Code""",1,"formula","""Location"".""Location Code""","Calculated value","","""Location"".""Location Code""",,,216,"UCI Physical Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCI Physical Holdings and Titles Report",6,,,
"RC216-C7-FORMULA","Column","inline","report_inline","""Bibliographic Details"".""Resource Type""",1,"formula","""Bibliographic Details"".""Resource Type""","Calculated value","","""Bibliographic Details"".""Resource Type""",,,216,"UCI Physical Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCI Physical Holdings and Titles Report",7,,,
"RC219-C3-FORMULA","Column","inline","report_inline","""Location"".""Library Name""",1,"formula","""Location"".""Library Name""","Calculated value","","""Location"".""Library Name""",,,219,"UCI Physical Holdings and Titles Report - all data with all exclusions noted","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCI Physical Holdings and Titles Report - all data with all exclusions noted",3,,,
"RC219-C4-FORMULA","Column","inline","report_inline","""Location"".""Library Code""",1,"formula","""Location"".""Library Code""","Calculated value","","""Location"".""Library Code""",,,219,"UCI Physical Holdings and Titles Report - all data with all exclusions noted","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCI Physical Holdings and Titles Report - all data with all exclusions noted",4,,,
"RC219-C5-FORMULA","Column","inline","report_inline","""Location"".""Location Name""",1,"formula","""Location"".""Location Name""","Calculated value","","""Location"".""Location Name""",,,219,"UCI Physical Holdings and Titles Report - all data with all exclusions noted","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCI Physical Holdings and Titles Report - all data with all exclusions noted",5,,,
"RC219-C6-FORMULA","Column","inline","report_inline","""Location"".""Location Code""",1,"formula","""Location"".""Location Code""","Calculated value","","""Location"".""Location Code""",,,219,"UCI Physical Holdings and Titles Report - all data with all exclusions noted","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCI Physical Holdings and Titles Report - all data with all exclusions noted",6,,,
"RC219-C7-FORMULA","Column","inline","report_inline","""Bibliographic Details"".""Resource Type""",1,"formula","""Bibliographic Details"".""Resource Type""","Calculated value","","""Bibliographic Details"".""Resource Type""",,,219,"UCI Physical Holdings and Titles Report - all data with all exclusions noted","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCI Physical Holdings and Titles Report - all data with all exclusions noted",7,,,
"RC219-C11-R1","Column","inline","report_inline","EXCLUSION category (for testing)",1,"when","""Physical Item Details"".""Lifecycle"" <> 'Active'","Not Active","","""Institution"".""Institution Name""",,,219,"UCI Physical Holdings and Titles Report - all data with all exclusions noted","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCI Physical Holdings and Titles Report - all data with all exclusions noted",11,,,
"RC219-C11-R2","Column","inline","report_inline","EXCLUSION category (for testing)",2,"when","""Bibliographic Details"".""Resource Type"" IS NULL","Resource Type NULL","","""Institution"".""Institution Name""",,,219,"UCI Physical Holdings and Titles Report - all data with all exclusions noted","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCI Physical Holdings and Titles Report - all data with all exclusions noted",11,,,
"RC219-C11-R3","Column","inline","report_inline","EXCLUSION category (for testing)",3,"when","""Location"".""Library Code (Active)"" IS NULL","Library Code (Active) NULL","","""Institution"".""Institution Name""",,,219,"UCI Physical Holdings and Titles Report - all data with all exclusions noted","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCI Physical Holdings and Titles Report - all data with all exclusions noted",11,,,
"RC219-C11-R4","Column","inline","report_inline","EXCLUSION category (for testing)",4,"when","""Location"".""Library Code"" = 'RES_SHARE'","Resource Sharing Library","","""Institution"".""Institution Name""",,,219,"UCI Physical Holdings and Titles Report - all data with all exclusions noted","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCI Physical Holdings and Titles Report - all data with all exclusions noted",11,,,
"RC219-C11-R5","Column","inline","report_inline","EXCLUSION category (for testing)",5,"when","""Location"".""Library Code"" LIKE '%equip%'","Library Code LIKE equip","","""Institution"".""Institution Name""",,,219,"UCI Physical Holdings and Titles Report - all data with all exclusions noted","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCI Physical Holdings and Titles Report - all data with all exclusions noted",11,,,
"RC219-C11-R6","Column","inline","report_inline","EXCLUSION category (for testing)",6,"when","""Location"".""Library Name"" LIKE '%equip%'","Library Name LIKE equip","","""Institution"".""Institution Name""",,,219,"UCI Physical Holdings and Titles Report - all data with all exclusions noted","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCI Physical Holdings and Titles Report - all data with all exclusions noted",11,,,
"RC219-C11-R7","Column","inline","report_inline","EXCLUSION category (for testing)",7,"when","""Location"".""Location Code"" = 'UNASSIGNED'","Location Code UNASSIGNED","","""Institution"".""Institution Name""",,,219,"UCI Physical Holdings and Titles Report - all data with all exclusions noted","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCI Physical Holdings and Titles Report - all data with all exclusions noted",11,,,
"RC219-C11-R8","Column","inline","report_inline","EXCLUSION category (for testing)",8,"when","""Location"".""Location Code"" LIKE '%equip%'","Location Code LIKE equip","","""Institution"".""Institution Name""",,,219,"UCI Physical Holdings and Titles Report - all data with all exclusions noted","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCI Physical Holdings and Titles Report - all data with all exclusions noted",11,,,
"RC219-C11-R9","Column","inline","report_inline","EXCLUSION category (for testing)",9,"when","""Location"".""Location Name"" LIKE '%equip%'","Location Name LIKE equip","","""Institution"".""Institution Name""",,,219,"UCI Physical Holdings and Titles Report - all data with all exclusions noted","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCI Physical Holdings and Titles Report - all data with all exclusions noted",11,,,
"RC219-C11-R10","Column","inline","report_inline","EXCLUSION category (for testing)",10,"when","""Location"".""Location Name"" LIKE '%ithdraw%'","Location Name LIKE ithdraw","","""Institution"".""Institution Name""",,,219,"UCI Physical Holdings and Titles Report - all data with all exclusions noted","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCI Physical Holdings and Titles Report - all data with all exclusions noted",11,,,
"RC219-C11-R11","Column","inline","report_inline","EXCLUSION category (for testing)",11,"when","""Physical Item Details"".""Physical Item Id"" IN ('-1', '0')","Physical Item ID -1, 0","","""Institution"".""Institution Name""",,,219,"UCI Physical Holdings and Titles Report - all data with all exclusions noted","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCI Physical Holdings and Titles Report - all data with all exclusions noted",11,,,
"RC219-C11-R12","Column","inline","report_inline","EXCLUSION category (for testing)",12,"when","""Physical Item Details"".""Item Policy"" LIKE '%equip%'","Item Policy LIKE equip","","""Institution"".""Institution Name""",,,219,"UCI Physical Holdings and Titles Report - all data with all exclusions noted","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCI Physical Holdings and Titles Report - all data with all exclusions noted",11,,,
