"rule_id","rule_type","source_type","record_scope","rule_name","rule_index","rule_kind","criterion_text","review_label","explanation","criterion_text_category","join_operator","value_count","report_catalog_index","report_title","report_path","report_column_index","definition_catalog_index","definition_name","definition_path"
"RC3-C2-FORMULA","Column","inline","report_inline","""Location"".""Library Name""",1,"formula","""Location"".""Library Name""","Calculated value","","""Location"".""Library Name""",,,3,"test2 UCB physical holdings and titles report (no SLF)","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/test2 UCB physical holdings and titles report (no SLF)",2,,,
"RC3-C3-FORMULA","Column","inline","report_inline","""Location"".""Library Code""",1,"formula","""Location"".""Library Code""","Calculated value","","""Location"".""Library Code""",,,3,"test2 UCB physical holdings and titles report (no SLF)","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/test2 UCB physical holdings and titles report (no SLF)",3,,,
"RC3-C4-FORMULA","Column","inline","report_inline","""Location"".""Location Name""",1,"formula","""Location"".""Location Name""","Calculated value","","""Location"".""Location Name""",,,3,"test2 UCB physical holdings and titles report (no SLF)","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/test2 UCB physical holdings and titles report (no SLF)",4,,,
"RC3-C5-FORMULA","Column","inline","report_inline","""Location"".""Location Code""",1,"formula","""Location"".""Location Code""","Calculated value","","""Location"".""Location Code""",,,3,"test2 UCB physical holdings and titles report (no SLF)","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/test2 UCB physical holdings and titles report (no SLF)",5,,,
"RC3-C6-FORMULA","Column","inline","report_inline","""Bibliographic Details"".""Resource Type""",1,"formula","""Bibliographic Details"".""Resource Type""","Calculated value","","""Bibliographic Details"".""Resource Type""",,,3,"test2 UCB physical holdings and titles report (no SLF)","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/test2 UCB physical holdings and titles report (no SLF)",6,,,
"RC3-C7-R1","Column","inline","report_inline","Item Creation Date",1,"when","""Item Creation Date"".""Item Creation Date"" BETWEEN date '2025-07-01' AND date '2026-06-30'","Added FY 2025-26","","""Item Creation Date"".""Item Creation Date""",,,3,"test2 UCB physical holdings and titles report (no SLF)","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/test2 UCB physical holdings and titles report (no SLF)",7,,,
"RC3-C7-R2","Column","inline","report_inline","Item Creation Date",2,"when","""Item Creation Date"".""Item Creation Date"" >= date '2026-07-01'","Added FY 2026-27","","""Item Creation Date"".""Item Creation Date""",,,3,"test2 UCB physical holdings and titles report (no SLF)","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/test2 UCB physical holdings and titles report (no SLF)",7,,,
"RC3-C7-OTHER","Column","inline","report_inline","Item Creation Date",3,"otherwise","All other values","Added prior to FY 2025-26","","""Item Creation Date"".""Item Creation Date""",,,3,"test2 UCB physical holdings and titles report (no SLF)","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/test2 UCB physical holdings and titles report (no SLF)",7,,,
"RC3-C8-FORMULA","Column","inline","report_inline","Holdings",1,"formula","COUNT(DISTINCT ""Physical Item Details"".""Physical Item Id"")","Holdings","","COUNT(DISTINCT ""Physical Item Details"".""Physical Item Id"")",,,3,"test2 UCB physical holdings and titles report (no SLF)","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/test2 UCB physical holdings and titles report (no SLF)",8,,,
"RC3-C9-FORMULA","Column","inline","report_inline","Titles",1,"formula","COUNT(DISTINCT ""Bibliographic Details"".""MMS ID"")","Titles","","COUNT(DISTINCT ""Bibliographic Details"".""MMS ID"")",,,3,"test2 UCB physical holdings and titles report (no SLF)","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/test2 UCB physical holdings and titles report (no SLF)",9,,,
"RC10-C3-FORMULA","Column","inline","report_inline","""Item Location at Time of Loan"".""Library Name""",1,"formula","""Item Location at Time of Loan"".""Library Name""","Calculated value","","""Item Location at Time of Loan"".""Library Name""",,,10,"UCB Physical Collection Usage","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical Collection Usage/UCB Physical Collection Usage",3,,,
"RC10-C4-FORMULA","Column","inline","report_inline","""Item Location at Time of Loan"".""Library Code""",1,"formula","""Item Location at Time of Loan"".""Library Code""","Calculated value","","""Item Location at Time of Loan"".""Library Code""",,,10,"UCB Physical Collection Usage","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical Collection Usage/UCB Physical Collection Usage",4,,,
"RC10-C5-FORMULA","Column","inline","report_inline","""Item Location at Time of Loan"".""Location Name""",1,"formula","""Item Location at Time of Loan"".""Location Name""","Calculated value","","""Item Location at Time of Loan"".""Location Name""",,,10,"UCB Physical Collection Usage","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical Collection Usage/UCB Physical Collection Usage",5,,,
"RC10-C6-FORMULA","Column","inline","report_inline","""Item Location at Time of Loan"".""Location Code""",1,"formula","""Item Location at Time of Loan"".""Location Code""","Calculated value","","""Item Location at Time of Loan"".""Location Code""",,,10,"UCB Physical Collection Usage","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical Collection Usage/UCB Physical Collection Usage",6,,,
"RC16-C3-FORMULA","Column","inline","report_inline","""Location"".""Library Name""",1,"formula","""Location"".""Library Name""","Calculated value","","""Location"".""Library Name""",,,16,"UCB Risk Management Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCB Risk Management Report",3,,,
"RC16-C4-FORMULA","Column","inline","report_inline","""Location"".""Library Code""",1,"formula","""Location"".""Library Code""","Calculated value","","""Location"".""Library Code""",,,16,"UCB Risk Management Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCB Risk Management Report",4,,,
"RC16-C5-FORMULA","Column","inline","report_inline","""Location"".""Location Name""",1,"formula","""Location"".""Location Name""","Calculated value","","""Location"".""Location Name""",,,16,"UCB Risk Management Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCB Risk Management Report",5,,,
"RC16-C6-FORMULA","Column","inline","report_inline","""Location"".""Location Code""",1,"formula","""Location"".""Location Code""","Calculated value","","""Location"".""Location Code""",,,16,"UCB Risk Management Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCB Risk Management Report",6,,,
"RC16-C7-FORMULA","Column","inline","report_inline","""Bibliographic Details"".""Resource Type""",1,"formula","""Bibliographic Details"".""Resource Type""","Calculated value","","""Bibliographic Details"".""Resource Type""",,,16,"UCB Risk Management Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCB Risk Management Report",7,,,
"RC17-C3-FORMULA","Column","inline","report_inline","""Location"".""Library Name""",1,"formula","""Location"".""Library Name""","Calculated value","","""Location"".""Library Name""",,,17,"SLF Physical Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/SLF Physical Holdings and Titles Report",3,,,
"RC17-C4-FORMULA","Column","inline","report_inline","""Location"".""Library Code""",1,"formula","""Location"".""Library Code""","Calculated value","","""Location"".""Library Code""",,,17,"SLF Physical Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/SLF Physical Holdings and Titles Report",4,,,
"RC17-C5-FORMULA","Column","inline","report_inline","""Location"".""Location Name""",1,"formula","""Location"".""Location Name""","Calculated value","","""Location"".""Location Name""",,,17,"SLF Physical Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/SLF Physical Holdings and Titles Report",5,,,
"RC17-C6-FORMULA","Column","inline","report_inline","""Location"".""Location Code""",1,"formula","""Location"".""Location Code""","Calculated value","","""Location"".""Location Code""",,,17,"SLF Physical Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/SLF Physical Holdings and Titles Report",6,,,
"RC17-C7-FORMULA","Column","inline","report_inline","""Bibliographic Details"".""Resource Type""",1,"formula","""Bibliographic Details"".""Resource Type""","Calculated value","","""Bibliographic Details"".""Resource Type""",,,17,"SLF Physical Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/SLF Physical Holdings and Titles Report",7,,,
"RC17-C8-FORMULA","Column","inline","report_inline","""Bibliographic Details"".""Material Type""",1,"formula","""Bibliographic Details"".""Material Type""","Calculated value","","""Bibliographic Details"".""Material Type""",,,17,"SLF Physical Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/SLF Physical Holdings and Titles Report",8,,,
"RC23-C3-FORMULA","Column","inline","report_inline","""Location"".""Library Name""",1,"formula","""Location"".""Library Name""","Calculated value","","""Location"".""Library Name""",,,23,"UCB Library categorization report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCB Library categorization report",3,,,
"RC23-C4-FORMULA","Column","inline","report_inline","""Location"".""Library Code""",1,"formula","""Location"".""Library Code""","Calculated value","","""Location"".""Library Code""",,,23,"UCB Library categorization report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCB Library categorization report",4,,,
"RC23-C5-FORMULA","Column","inline","report_inline","""Location"".""Location Name""",1,"formula","""Location"".""Location Name""","Calculated value","","""Location"".""Location Name""",,,23,"UCB Library categorization report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCB Library categorization report",5,,,
"RC23-C6-FORMULA","Column","inline","report_inline","""Location"".""Location Code""",1,"formula","""Location"".""Location Code""","Calculated value","","""Location"".""Location Code""",,,23,"UCB Library categorization report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCB Library categorization report",6,,,
"RC25-C1-FORMULA","Column","inline","report_inline","""Institution"".""Institution Name""",1,"formula","""Institution"".""Institution Name""","Calculated value","","""Institution"".""Institution Name""",,,25,"UCB eResources Library Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Electronic preparation review reports/UCB eResources Library Categorization Report",1,,,
"RC25-C3-FORMULA","Column","inline","report_inline","""Portfolio Library Unit"".""Library Name""",1,"formula","""Portfolio Library Unit"".""Library Name""","Calculated value","","""Portfolio Library Unit"".""Library Name""",,,25,"UCB eResources Library Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Electronic preparation review reports/UCB eResources Library Categorization Report",3,,,
"RC25-C4-FORMULA","Column","inline","report_inline","""Portfolio Library Unit"".""Library Code""",1,"formula","""Portfolio Library Unit"".""Library Code""","Calculated value","","""Portfolio Library Unit"".""Library Code""",,,25,"UCB eResources Library Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Electronic preparation review reports/UCB eResources Library Categorization Report",4,,,
"RC27-C4-FORMULA","Column","inline","report_inline","""Bibliographic Details"".""Resource Type""",1,"formula","""Bibliographic Details"".""Resource Type""","Calculated value","","""Bibliographic Details"".""Resource Type""",,,27,"UCB Electronic Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Electronic/UCB Electronic Holdings and Titles Report",4,,,
"RC33-C4-FORMULA","Column","inline","report_inline","""Electronic Collection"".""Electronic Collection Interface Name""",1,"formula","""Electronic Collection"".""Electronic Collection Interface Name""","Calculated value","","""Electronic Collection"".""Electronic Collection Interface Name""",,,33,"UCB eResources Comparison Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/eResources Comparison/UCB eResources Comparison Report",4,,,
"RC35-C3-FORMULA","Column","inline","report_inline","""Location"".""Library Name""",1,"formula","""Location"".""Library Name""","Calculated value","","""Location"".""Library Name""",,,35,"SLF-N Added Physical Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/SLF-N Added Physical Holdings and Titles Report",3,,,
"RC35-C4-FORMULA","Column","inline","report_inline","""Location"".""Library Code""",1,"formula","""Location"".""Library Code""","Calculated value","","""Location"".""Library Code""",,,35,"SLF-N Added Physical Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/SLF-N Added Physical Holdings and Titles Report",4,,,
"RC35-C5-FORMULA","Column","inline","report_inline","""Location"".""Location Name""",1,"formula","""Location"".""Location Name""","Calculated value","","""Location"".""Location Name""",,,35,"SLF-N Added Physical Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/SLF-N Added Physical Holdings and Titles Report",5,,,
"RC35-C6-FORMULA","Column","inline","report_inline","""Location"".""Location Code""",1,"formula","""Location"".""Location Code""","Calculated value","","""Location"".""Location Code""",,,35,"SLF-N Added Physical Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/SLF-N Added Physical Holdings and Titles Report",6,,,
"RC35-C7-FORMULA","Column","inline","report_inline","""Bibliographic Details"".""Resource Type""",1,"formula","""Bibliographic Details"".""Resource Type""","Calculated value","","""Bibliographic Details"".""Resource Type""",,,35,"SLF-N Added Physical Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/SLF-N Added Physical Holdings and Titles Report",7,,,
"RC35-C8-FORMULA","Column","inline","report_inline","""Bibliographic Details"".""Material Type""",1,"formula","""Bibliographic Details"".""Material Type""","Calculated value","","""Bibliographic Details"".""Material Type""",,,35,"SLF-N Added Physical Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/SLF-N Added Physical Holdings and Titles Report",8,,,
"RC37-C3-FORMULA","Column","inline","report_inline","""Item Location at Time of Loan"".""Library Name""",1,"formula","""Item Location at Time of Loan"".""Library Name""","Calculated value","","""Item Location at Time of Loan"".""Library Name""",,,37,"UCD Physical Collection Usage","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical Collection Usage/UCD Physical Collection Usage",3,,,
"RC37-C4-FORMULA","Column","inline","report_inline","""Item Location at Time of Loan"".""Library Code""",1,"formula","""Item Location at Time of Loan"".""Library Code""","Calculated value","","""Item Location at Time of Loan"".""Library Code""",,,37,"UCD Physical Collection Usage","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical Collection Usage/UCD Physical Collection Usage",4,,,
"RC37-C5-FORMULA","Column","inline","report_inline","""Item Location at Time of Loan"".""Location Name""",1,"formula","""Item Location at Time of Loan"".""Location Name""","Calculated value","","""Item Location at Time of Loan"".""Location Name""",,,37,"UCD Physical Collection Usage","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical Collection Usage/UCD Physical Collection Usage",5,,,
"RC37-C6-FORMULA","Column","inline","report_inline","""Item Location at Time of Loan"".""Location Code""",1,"formula","""Item Location at Time of Loan"".""Location Code""","Calculated value","","""Item Location at Time of Loan"".""Location Code""",,,37,"UCD Physical Collection Usage","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical Collection Usage/UCD Physical Collection Usage",6,,,
"RC47-C2-FORMULA","Column","inline","report_inline","""Location"".""Library Name""",1,"formula","""Location"".""Library Name""","Calculated value","","""Location"".""Library Name""",,,47,"UCD Risk Management Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCD Risk Management Report",2,,,
"RC47-C3-FORMULA","Column","inline","report_inline","""Location"".""Library Code""",1,"formula","""Location"".""Library Code""","Calculated value","","""Location"".""Library Code""",,,47,"UCD Risk Management Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCD Risk Management Report",3,,,
"RC47-C4-FORMULA","Column","inline","report_inline","""Location"".""Location Name""",1,"formula","""Location"".""Location Name""","Calculated value","","""Location"".""Location Name""",,,47,"UCD Risk Management Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCD Risk Management Report",4,,,
"RC47-C5-FORMULA","Column","inline","report_inline","""Location"".""Location Code""",1,"formula","""Location"".""Location Code""","Calculated value","","""Location"".""Location Code""",,,47,"UCD Risk Management Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCD Risk Management Report",5,,,
"RC47-C6-FORMULA","Column","inline","report_inline","""Bibliographic Details"".""Resource Type""",1,"formula","""Bibliographic Details"".""Resource Type""","Calculated value","","""Bibliographic Details"".""Resource Type""",,,47,"UCD Risk Management Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCD Risk Management Report",6,,,
"RC51-C1-FORMULA","Column","inline","report_inline","""Institution"".""Institution Name""",1,"formula","""Institution"".""Institution Name""","Calculated value","","""Institution"".""Institution Name""",,,51,"UCB Check-Out Type Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCB Check-Out Type Categorization Report",1,,,
"RC51-C3-FORMULA","Column","inline","report_inline","""Item Location at Time of Loan"".""Library Name""",1,"formula","""Item Location at Time of Loan"".""Library Name""","Calculated value","","""Item Location at Time of Loan"".""Library Name""",,,51,"UCB Check-Out Type Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCB Check-Out Type Categorization Report",3,,,
"RC51-C4-FORMULA","Column","inline","report_inline","""Item Location at Time of Loan"".""Library Code""",1,"formula","""Item Location at Time of Loan"".""Library Code""","Calculated value","","""Item Location at Time of Loan"".""Library Code""",,,51,"UCB Check-Out Type Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCB Check-Out Type Categorization Report",4,,,
"RC51-C5-FORMULA","Column","inline","report_inline","""Item Location at Time of Loan"".""Location Name""",1,"formula","""Item Location at Time of Loan"".""Location Name""","Calculated value","","""Item Location at Time of Loan"".""Location Name""",,,51,"UCB Check-Out Type Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCB Check-Out Type Categorization Report",5,,,
"RC51-C6-FORMULA","Column","inline","report_inline","""Item Location at Time of Loan"".""Location Code""",1,"formula","""Item Location at Time of Loan"".""Location Code""","Calculated value","","""Item Location at Time of Loan"".""Location Code""",,,51,"UCB Check-Out Type Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCB Check-Out Type Categorization Report",6,,,
"RC52-C1-FORMULA","Column","inline","report_inline","""Institution"".""Institution Name""",1,"formula","""Institution"".""Institution Name""","Calculated value","","""Institution"".""Institution Name""",,,52,"UCD eResources Library Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Electronic preparation review reports/UCD eResources Library Categorization Report",1,,,
"RC52-C3-FORMULA","Column","inline","report_inline","""Portfolio Library Unit"".""Library Name""",1,"formula","""Portfolio Library Unit"".""Library Name""","Calculated value","","""Portfolio Library Unit"".""Library Name""",,,52,"UCD eResources Library Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Electronic preparation review reports/UCD eResources Library Categorization Report",3,,,
"RC52-C4-FORMULA","Column","inline","report_inline","""Portfolio Library Unit"".""Library Code""",1,"formula","""Portfolio Library Unit"".""Library Code""","Calculated value","","""Portfolio Library Unit"".""Library Code""",,,52,"UCD eResources Library Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Electronic preparation review reports/UCD eResources Library Categorization Report",4,,,
"RC55-C3-FORMULA","Column","inline","report_inline","""Location"".""Library Name""",1,"formula","""Location"".""Library Name""","Calculated value","","""Location"".""Library Name""",,,55,"UCD Library categorization report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCD Library categorization report",3,,,
"RC55-C4-FORMULA","Column","inline","report_inline","""Location"".""Library Code""",1,"formula","""Location"".""Library Code""","Calculated value","","""Location"".""Library Code""",,,55,"UCD Library categorization report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCD Library categorization report",4,,,
"RC55-C5-FORMULA","Column","inline","report_inline","""Location"".""Location Name""",1,"formula","""Location"".""Location Name""","Calculated value","","""Location"".""Location Name""",,,55,"UCD Library categorization report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCD Library categorization report",5,,,
"RC55-C6-FORMULA","Column","inline","report_inline","""Location"".""Location Code""",1,"formula","""Location"".""Location Code""","Calculated value","","""Location"".""Location Code""",,,55,"UCD Library categorization report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCD Library categorization report",6,,,
"RC56-C4-FORMULA","Column","inline","report_inline","""Electronic Collection"".""Electronic Collection Interface Name""",1,"formula","""Electronic Collection"".""Electronic Collection Interface Name""","Calculated value","","""Electronic Collection"".""Electronic Collection Interface Name""",,,56,"UCD eResources Comparison Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/eResources Comparison/UCD eResources Comparison Report",4,,,
"RC60-C1-FORMULA","Column","inline","report_inline","""Institution"".""Institution Name""",1,"formula","""Institution"".""Institution Name""","Calculated value","","""Institution"".""Institution Name""",,,60,"UCB User Group Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCB User Group Categorization Report",1,,,
"RC60-C3-FORMULA","Column","inline","report_inline","""Borrower Details"".""User Group""",1,"formula","""Borrower Details"".""User Group""","Calculated value","","""Borrower Details"".""User Group""",,,60,"UCB User Group Categorization Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCB User Group Categorization Report",3,,,
"RC65-C4-FORMULA","Column","inline","report_inline","""Bibliographic Details"".""Resource Type""",1,"formula","""Bibliographic Details"".""Resource Type""","Calculated value","","""Bibliographic Details"".""Resource Type""",,,65,"UCD Electronic Holdings and Titles Report","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Electronic/UCD Electronic Holdings and Titles Report",4,,,
"RC66-C3-FORMULA","Column","inline","report_inline","""Item Location at Time of Loan"".""Library Name""",1,"formula","""Item Location at Time of Loan"".""Library Name""","Calculated value","","""Item Location at Time of Loan"".""Library Name""",,,66,"UCI Physical Collection Usage","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical Collection Usage/UCI Physical Collection Usage",3,,,
"RC66-C4-FORMULA","Column","inline","report_inline","""Item Location at Time of Loan"".""Library Code""",1,"formula","""Item Location at Time of Loan"".""Library Code""","Calculated value","","""Item Location at Time of Loan"".""Library Code""",,,66,"UCI Physical Collection Usage","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical Collection Usage/UCI Physical Collection Usage",4,,,
"RC66-C5-FORMULA","Column","inline","report_inline","""Item Location at Time of Loan"".""Location Name""",1,"formula","""Item Location at Time of Loan"".""Location Name""","Calculated value","","""Item Location at Time of Loan"".""Location Name""",,,66,"UCI Physical Collection Usage","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical Collection Usage/UCI Physical Collection Usage",5,,,
