"rule_id","rule_type","source_type","record_scope","rule_name","rule_index","criterion_text","review_label","explanation","criterion_text_category","join_operator","value_count","report_catalog_index","report_title","report_path","report_filter_index","definition_catalog_index","definition_name","definition_path"
"F8-C95","Filter","standalone_saved_object","standalone_saved_object","Physical - UCI Physical Filters",6,"""Physical Item Details"".""Statistics Note 2"" IS NOT NULL","","",,"and",0,,,,,278,"Physical - UCI Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCI Physical Filters"
"F8-C96","Filter","standalone_saved_object","standalone_saved_object","Physical - UCI Physical Filters",7,"NOT(DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = 4701 AND ""Physical Item Details"".""Statistics Note 2"" = '-')","","",,"and",0,,,,,278,"Physical - UCI Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCI Physical Filters"
"F8-C97","Filter","standalone_saved_object","standalone_saved_object","Physical - UCI Physical Filters",8,"NOT(DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = 4701 AND ""Physical Item Details"".""Statistics Note 2"" LIKE 'from%')","","",,"and",0,,,,,278,"Physical - UCI Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCI Physical Filters"
"F8-C98","Filter","standalone_saved_object","standalone_saved_object","Physical - UCI Physical Filters",9,"NOT(DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = 4701 AND ""Physical Item Details"".""Statistics Note 2"" LIKE '%rlf-%')","","",,"and",0,,,,,278,"Physical - UCI Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCI Physical Filters"
"F8-C99","Filter","standalone_saved_object","standalone_saved_object","Physical - UCI Physical Filters",10,"NOT(DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = 4701 AND ""Physical Item Details"".""Statistics Note 2"" LIKE '%sp-%')","","",,"and",0,,,,,278,"Physical - UCI Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCI Physical Filters"
"F8-C100","Filter","standalone_saved_object","standalone_saved_object","Physical - UCI Physical Filters",11,"NOT(DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = 4701 AND ""Physical Item Details"".""Statistics Note 2"" LIKE '%wd%')","","",,"and",0,,,,,278,"Physical - UCI Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCI Physical Filters"
"F8-C101","Filter","standalone_saved_object","standalone_saved_object","Physical - UCI Physical Filters",12,"NOT(DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = 4701 AND ""Physical Item Details"".""Statistics Note 2"" LIKE '%ithd%')","","",,"and",0,,,,,278,"Physical - UCI Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCI Physical Filters"
"F9-C102","Filter","standalone_saved_object","standalone_saved_object","Physical - UCI SCA Exclusions",1,"""Bibliographic Details"".""Uniform Resource Identifier"" IS NULL","","",,"or",0,,,,,279,"Physical - UCI SCA Exclusions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCI SCA Exclusions"
"F9-C103","Filter","standalone_saved_object","standalone_saved_object","Physical - UCI SCA Exclusions",2,"""Bibliographic Details"".""Uniform Resource Identifier"" IS NOT NULL","","",,"and",0,,,,,279,"Physical - UCI SCA Exclusions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCI SCA Exclusions"
"F9-C104","Filter","standalone_saved_object","standalone_saved_object","Physical - UCI SCA Exclusions",3,"NOT(DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = 4701 AND ""Location"".""Location Code"" IN ('gocrh', 'gseaa', 'spcol') AND (""Bibliographic Details"".""Uniform Resource Identifier"" LIKE '%findaid%'))","","",,"and",0,,,,,279,"Physical - UCI SCA Exclusions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCI SCA Exclusions"
"F9-C105","Filter","standalone_saved_object","standalone_saved_object","Physical - UCI SCA Exclusions",4,"NOT(DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = 4701 AND ""Location"".""Location Code"" IN ('gocrh', 'gseaa', 'spcol') AND (""Bibliographic Details"".""Uniform Resource Identifier"" LIKE '%oac.cdlib%'))","","",,"and",0,,,,,279,"Physical - UCI SCA Exclusions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCI SCA Exclusions"
"F10-C106","Filter","standalone_saved_object","standalone_saved_object","Physical - UCLA Physical Filters",1,"""Location"".""Location Name"" <> 'Problem location from Migration'","","",,"and",1,,,,,282,"Physical - UCLA Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCLA Physical Filters"
"F10-C107","Filter","standalone_saved_object","standalone_saved_object","Physical - UCLA Physical Filters",2,"""Library Unit"".""Library Code"" NOT IN ('CLICC', 'CLICC_LOCKER', 'CLEANUP')","","",,"and",3,,,,,282,"Physical - UCLA Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCLA Physical Filters"
"F10-C108","Filter","standalone_saved_object","standalone_saved_object","Physical - UCLA Physical Filters",3,"NOT(DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = 6533 AND ""Physical Item Details"".""Item Policy"" LIKE '%CLICC%')","","",,"and",0,,,,,282,"Physical - UCLA Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCLA Physical Filters"
"F10-C109","Filter","standalone_saved_object","standalone_saved_object","Physical - UCLA Physical Filters",4,"NOT(DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = 6533 AND ""Physical Item Details"".""Item Policy"" LIKE '%hrome%ook%')","","",,"and",0,,,,,282,"Physical - UCLA Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCLA Physical Filters"
"F11-C110","Filter","standalone_saved_object","standalone_saved_object","Physical - UCLA SCA Exclusions",1,"NOT(DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = 6533 AND ""Bibliographic Details"".""Material Type"" = 'Mixed material')","","",,,0,,,,,283,"Physical - UCLA SCA Exclusions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCLA SCA Exclusions"
"F12-C111","Filter","standalone_saved_object","standalone_saved_object","Physical - UCR Physical Filters",1,"""Location"".""Location Code"" <> 'srlf'","","",,"and",1,,,,,288,"Physical - UCR Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCR Physical Filters"
"F12-C112","Filter","standalone_saved_object","standalone_saved_object","Physical - UCR Physical Filters",2,"""Location"".""Location Code"" <> 'xxx'","","",,"and",1,,,,,288,"Physical - UCR Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCR Physical Filters"
"F12-C113","Filter","standalone_saved_object","standalone_saved_object","Physical - UCR Physical Filters",3,"""Location"".""Location Name"" NOT IN ('zzCleanmxus', 'zzCleanedr', 'zzCleangf', 'zzCleango', 'zzCleangous', 'zzCleangpin', 'zzCleanr', 'zzCleanrccd', 'zzCleanrcp', 'zzCleanrroom', … (+9 more))","","",,"and",19,,,,,288,"Physical - UCR Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCR Physical Filters"
"F13-C114","Filter","standalone_saved_object","standalone_saved_object","Physical - UCR SCA exclusions",1,"NOT(DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = 4706 AND ""Location"".""Location Name"" IN ('Southern Regional Library Facility Special Collections & University Archives', 'Special Collections', 'Special Collections Archives', 'Special Collections Artists Books', 'Special Collections Artists Books Flat', 'Special Collections Artists Books Oversize', 'Special Collections Artists Books Tiny', 'Special Collections Artists Books Vault', 'Special Collections CD', 'Special Collections Computer File', 'Special Collections Costo', 'Special Collections Costo Oversize', 'Special Collections Costo Oversize V', 'Special Collections Costo Vault', 'Special Collections Flat', 'Special Collections Flat V', 'Special Collections Leaves Flat Vault', 'Special Collections Leaves Oversize Vault', 'Special Collections Leaves Tiny Vault', 'Special Collections Leaves Vault', 'Special Collections Manuscripts', 'Special Collections Map Case', 'Special Collections Map Rivera', 'Special Collections Oversize', 'Special Collections Oversize Vault', 'Special Collections Pamphlets', 'Special Collections Photo', 'Special Collections Photo Oversize', 'Special Collections Reserve', 'Special Collections Staff Reference', 'Special Collections Thesis', 'Special Collections Tiny', 'Special Collections Tiny Vault', 'Special Collections Traven', 'Special Collections Traven Oversize', 'Special Collections Traven Vault', 'Special Collections Vault', 'Special Collections Video Tape') AND ""Physical Item Details"".""Material Type"" = 'Archival Material')","","",,,0,,,,,289,"Physical - UCR SCA exclusions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCR SCA exclusions"
"F14-C115","Filter","standalone_saved_object","standalone_saved_object","Physical - UCSB Physical filters",1,"""Location"".""Location Code"" <> 'srlf'","","",,,1,,,,,292,"Physical - UCSB Physical filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCSB Physical filters"
"F15-C116","Filter","standalone_saved_object","standalone_saved_object","Physical - UCSC Physical Filters",1,"""Location"".""Location Code"" NOT IN ('srlf', 'zdelete', 'zdelete15', 'SRLF', 'spnr')","","",,"and",5,,,,,295,"Physical - UCSC Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCSC Physical Filters"
"F15-C117","Filter","standalone_saved_object","standalone_saved_object","Physical - UCSC Physical Filters",2,"""Location"".""Location Name"" <> 'zdelete'","","",,"and",1,,,,,295,"Physical - UCSC Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCSC Physical Filters"
"F16-C118","Filter","standalone_saved_object","standalone_saved_object","Physical - UCSC SCA Exclusions",1,"NOT(""Location"".""Location Code"" IN ('spc', 'spann', 'spanv', 'sprice', 'spred', 'spwhi', 'spflm', 'spnr', 'spovr', 'spovm') AND ""Holding Details"".""Permanent Call Number"" LIKE 'UA%')","","",,"and",0,,,,,296,"Physical - UCSC SCA Exclusions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCSC SCA Exclusions"
"F16-C119","Filter","standalone_saved_object","standalone_saved_object","Physical - UCSC SCA Exclusions",2,"NOT(""Location"".""Location Code"" IN ('spc', 'spann', 'spanv', 'sprice', 'spred', 'spwhi', 'spflm', 'spnr', 'spovr', 'spovm') AND ""Holding Details"".""Permanent Call Number"" LIKE 'MS%')","","",,"and",0,,,,,296,"Physical - UCSC SCA Exclusions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCSC SCA Exclusions"
"F17-C120","Filter","standalone_saved_object","standalone_saved_object","Physical - UCSD Physical Filters",1,"""Location"".""Location Code"" NOT IN ('cc_borbot', 'cc_flr2', 'cc_stor', 'desk', 'srlf', 'SRLF')","","",,"and",0,,,,,299,"Physical - UCSD Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCSD Physical Filters"
"F17-C121","Filter","standalone_saved_object","standalone_saved_object","Physical - UCSD Physical Filters",2,"""Location"".""Location Name"" <> 'Problem location from Migration'","","",,"and",1,,,,,299,"Physical - UCSD Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCSD Physical Filters"
"F18-C122","Filter","standalone_saved_object","standalone_saved_object","Physical - UCSD SCA Exclusions",1,"NOT(""Location"".""Library Code"" IN ('SCA') AND ""Holding Details"".""Permanent Call Number"" LIKE 'SAC%')","","",,"and",0,,,,,300,"Physical - UCSD SCA Exclusions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCSD SCA Exclusions"
"F18-C123","Filter","standalone_saved_object","standalone_saved_object","Physical - UCSD SCA Exclusions",2,"NOT(""Location"".""Library Code"" IN ('SCA') AND ""Holding Details"".""Permanent Call Number"" LIKE 'SMC%')","","",,"and",0,,,,,300,"Physical - UCSD SCA Exclusions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCSD SCA Exclusions"
"F18-C124","Filter","standalone_saved_object","standalone_saved_object","Physical - UCSD SCA Exclusions",3,"NOT(""Location"".""Library Code"" IN ('SCA') AND ""Holding Details"".""Permanent Call Number"" LIKE 'MSS%')","","",,"and",0,,,,,300,"Physical - UCSD SCA Exclusions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCSD SCA Exclusions"
"F18-C125","Filter","standalone_saved_object","standalone_saved_object","Physical - UCSD SCA Exclusions",4,"NOT(""Location"".""Library Code"" IN ('SCA') AND ""Holding Details"".""Permanent Call Number"" LIKE 'RSS%')","","",,"and",0,,,,,300,"Physical - UCSD SCA Exclusions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCSD SCA Exclusions"
"F19-C126","Filter","standalone_saved_object","standalone_saved_object","Physical - UCSF Physical Filters",1,"""Location"".""Location Code"" <> 'frsno'","","",,,1,,,,,303,"Physical - UCSF Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCSF Physical Filters"
"F20-C127","Filter","standalone_saved_object","standalone_saved_object","TEST REDO Physical - UCI Physical Filters",1,"""Location"".""Location Code"" NOT IN ('gmlml', 'gmlill', 'xlle', 'xllck', 'xllhk', 'xmllk', 'nrlf', 'srlfm', 'srlf', 'srlfr', … (+3 more))","","",,"and",13,,,,,306,"TEST REDO Physical - UCI Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/TEST REDO Physical - UCI Physical Filters"
"F20-C128","Filter","standalone_saved_object","standalone_saved_object","TEST REDO Physical - UCI Physical Filters",2,"""Location"".""Location Name"" NOT IN ('zz', 'Problem location from Migration')","","",,"and",2,,,,,306,"TEST REDO Physical - UCI Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/TEST REDO Physical - UCI Physical Filters"
"F20-C129","Filter","standalone_saved_object","standalone_saved_object","TEST REDO Physical - UCI Physical Filters",3,"""Library Unit"".""Library Code"" NOT IN ('AYALA', 'OCSEAA')","","",,"and",2,,,,,306,"TEST REDO Physical - UCI Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/TEST REDO Physical - UCI Physical Filters"
"F20-C130","Filter","standalone_saved_object","standalone_saved_object","TEST REDO Physical - UCI Physical Filters",4,"""Location"".""Library Name"" NOT IN ('X_Do_Not_Use_Old_Orange County & Southeast Asian Archive Center', 'X_Do_Not_Use_Old_Science Library')","","",,"and",2,,,,,306,"TEST REDO Physical - UCI Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/TEST REDO Physical - UCI Physical Filters"
"F20-C131","Filter","standalone_saved_object","standalone_saved_object","TEST REDO Physical - UCI Physical Filters",5,"""Physical Item Details"".""Statistics Note 2"" IS NULL","","",,"or",0,,,,,306,"TEST REDO Physical - UCI Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/TEST REDO Physical - UCI Physical Filters"
"F20-C132","Filter","standalone_saved_object","standalone_saved_object","TEST REDO Physical - UCI Physical Filters",6,"""Physical Item Details"".""Statistics Note 2"" IS NOT NULL","","",,"and",0,,,,,306,"TEST REDO Physical - UCI Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/TEST REDO Physical - UCI Physical Filters"
"F20-C133","Filter","standalone_saved_object","standalone_saved_object","TEST REDO Physical - UCI Physical Filters",7,"DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = 4701 AND ""Physical Item Details"".""Statistics Note 2"" <> '-'","","",,"and",0,,,,,306,"TEST REDO Physical - UCI Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/TEST REDO Physical - UCI Physical Filters"
"F20-C134","Filter","standalone_saved_object","standalone_saved_object","TEST REDO Physical - UCI Physical Filters",8,"DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = 4701 AND ""Physical Item Details"".""Statistics Note 2"" NOT LIKE 'from%'","","",,"and",0,,,,,306,"TEST REDO Physical - UCI Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/TEST REDO Physical - UCI Physical Filters"
"F20-C135","Filter","standalone_saved_object","standalone_saved_object","TEST REDO Physical - UCI Physical Filters",9,"DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = 4701 AND ""Physical Item Details"".""Statistics Note 2"" NOT LIKE '%rlf-%'","","",,"and",0,,,,,306,"TEST REDO Physical - UCI Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/TEST REDO Physical - UCI Physical Filters"
"F20-C136","Filter","standalone_saved_object","standalone_saved_object","TEST REDO Physical - UCI Physical Filters",10,"DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = 4701 AND ""Physical Item Details"".""Statistics Note 2"" NOT LIKE '%sp-%'","","",,"and",0,,,,,306,"TEST REDO Physical - UCI Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/TEST REDO Physical - UCI Physical Filters"
"F20-C137","Filter","standalone_saved_object","standalone_saved_object","TEST REDO Physical - UCI Physical Filters",11,"DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = 4701 AND ""Physical Item Details"".""Statistics Note 2"" NOT LIKE '%wd%'","","",,"and",0,,,,,306,"TEST REDO Physical - UCI Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/TEST REDO Physical - UCI Physical Filters"
"F20-C138","Filter","standalone_saved_object","standalone_saved_object","TEST REDO Physical - UCI Physical Filters",12,"DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = 4701 AND ""Physical Item Details"".""Statistics Note 2"" NOT LIKE '%ithd%'","","",,"and",0,,,,,306,"TEST REDO Physical - UCI Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/TEST REDO Physical - UCI Physical Filters"
"F21-C139","Filter","standalone_saved_object","standalone_saved_object","zz_old_Physical - UCI SCA Exclusions",1,"NOT(DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = 4701 AND ""Location"".""Location Code"" IN ('gocrh', 'gseaa', 'spcol') AND (""Bibliographic Details"".""Uniform Resource Identifier"" LIKE '%findaid%'))","","",,"and",0,,,,,307,"zz_old_Physical - UCI SCA Exclusions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/zz_old_Physical - UCI SCA Exclusions"
"F21-C140","Filter","standalone_saved_object","standalone_saved_object","zz_old_Physical - UCI SCA Exclusions",2,"NOT(DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = 4701 AND ""Location"".""Location Code"" IN ('gocrh', 'gseaa', 'spcol') AND (""Bibliographic Details"".""Uniform Resource Identifier"" LIKE '%oac.cdlib%'))","","",,"and",0,,,,,307,"zz_old_Physical - UCI SCA Exclusions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/zz_old_Physical - UCI SCA Exclusions"
