"catalog_index","source_file_name","object_title","object_kind","xml_root_name","closest_folder","closest_level_object","original_path","object_signature","subject_area","owner_id","creator_id","item_type_code","created_year","created_month","created_day","created_hour","created_minute","created_second","web_catalog_build","web_catalog_description"
196,"Annual Stats FY 2025-2026.catalog","UCSC eResources Comparison Report","report","report","eResources Comparison","eResources Comparison","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/eResources Comparison/UCSC eResources Comparison Report","queryitem1",,"HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,9,17,29,1,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
197,"Annual Stats FY 2025-2026.catalog","UCSC Electronic Holdings and Titles Report","report","report","Electronic","Electronic","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Electronic/UCSC Electronic Holdings and Titles Report","queryitem1",,"HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,4,19,5,7,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
198,"Annual Stats FY 2025-2026.catalog","UCSC eResources Library Categorization Report","report","report","Electronic preparation review reports","Electronic preparation review reports","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Electronic preparation review reports/UCSC eResources Library Categorization Report","queryitem1",,"HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,27,21,31,4,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
199,"Annual Stats FY 2025-2026.catalog","UCD Physical Holdings and Titles Report","report","report","Physical","Physical","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCD Physical Holdings and Titles Report","queryitem1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,1,17,10,3,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
200,"Annual Stats FY 2025-2026.catalog","Electronic - UCSC eResources Managed By designator","saved_column","savedColumnObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Electronic - UCSC eResources Managed By designator","cosavedcolumn1",,"HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,20,22,39,6,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
201,"Annual Stats FY 2025-2026.catalog","UCSD eResources Comparison Report","report","report","eResources Comparison","eResources Comparison","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/eResources Comparison/UCSD eResources Comparison Report","queryitem1",,"HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,9,17,32,46,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
202,"Annual Stats FY 2025-2026.catalog","UCM Check-Out Type Categorization Report","report","report","Fulfillment preparation review reports","Fulfillment preparation review reports","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCM Check-Out Type Categorization Report","queryitem1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,9,22,14,54,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
203,"Annual Stats FY 2025-2026.catalog","UCSC","dashboard_page","dashboardPage","All campus - Electronic Holdings and Titles reports (for troubleshooting)","All campus - Electronic Holdings and Titles reports (for troubleshooting)","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Electronic/All campus - Electronic Holdings and Titles reports (for troubleshooting)/UCSC","dashboardpageitem1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,4,22,56,52,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
204,"Annual Stats FY 2025-2026.catalog","UCSD Library Categorization Report","report","report","Physical preparation review reports","Physical preparation review reports","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCSD Library Categorization Report","queryitem1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,3,20,38,37,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
205,"Annual Stats FY 2025-2026.catalog","UCSF Risk Management Report","report","report","Risk Management","Risk Management","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCSF Risk Management Report","queryitem1",,"HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,9,17,20,32,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
206,"Annual Stats FY 2025-2026.catalog","UCSD eResources Library Categorization Report","report","report","Electronic preparation review reports","Electronic preparation review reports","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Electronic preparation review reports/UCSD eResources Library Categorization Report","queryitem1",,"HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,27,21,34,44,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
207,"Annual Stats FY 2025-2026.catalog","UCSD Electronic Holdings and Titles Report","report","report","Electronic","Electronic","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Electronic/UCSD Electronic Holdings and Titles Report","queryitem1",,"HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,4,20,50,30,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
208,"Annual Stats FY 2025-2026.catalog","UCSF Physical Collection Usage","report","report","Physical Collection Usage","Physical Collection Usage","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical Collection Usage/UCSF Physical Collection Usage","queryitem1",,"HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,11,17,48,59,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
209,"Annual Stats FY 2025-2026.catalog","Electronic - UCSD eResources Managed By designator","saved_column","savedColumnObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Electronic - UCSD eResources Managed By designator","cosavedcolumn1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,20,22,14,7,"22.4.0.0.4 (Build BIPS-20260309180128.86 )",""
210,"Annual Stats FY 2025-2026.catalog","UCSD","dashboard_page","dashboardPage","All campus - Electronic Holdings and Titles reports (for troubleshooting)","All campus - Electronic Holdings and Titles reports (for troubleshooting)","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Electronic/All campus - Electronic Holdings and Titles reports (for troubleshooting)/UCSD","dashboardpageitem1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,4,22,57,2,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
211,"Annual Stats FY 2025-2026.catalog","UCSF eResources Library Categorization Report","report","report","Electronic preparation review reports","Electronic preparation review reports","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Electronic preparation review reports/UCSF eResources Library Categorization Report","queryitem1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,27,21,14,59,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
212,"Annual Stats FY 2025-2026.catalog","UCM User Group categorization report","report","report","Fulfillment preparation review reports","Fulfillment preparation review reports","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCM User Group categorization report","queryitem1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,6,21,58,24,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
213,"Annual Stats FY 2025-2026.catalog","UCSF Library Categorization Report","report","report","Physical preparation review reports","Physical preparation review reports","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCSF Library Categorization Report","queryitem1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,3,21,5,23,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
214,"Annual Stats FY 2025-2026.catalog","UCSF Electronic Holdings and Titles Report","report","report","Electronic","Electronic","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Electronic/UCSF Electronic Holdings and Titles Report","queryitem1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,29,23,42,37,"22.4.0.0.4 (Build BIPS-20260309180128.86 )",
215,"Annual Stats FY 2025-2026.catalog","UCSF eResources Comparison Report","report","report","eResources Comparison","eResources Comparison","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/eResources Comparison/UCSF eResources Comparison Report","queryitem1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,30,15,14,29,"22.4.0.0.4 (Build BIPS-20260309180128.86 )",
216,"Annual Stats FY 2025-2026.catalog","UCI Physical Holdings and Titles Report","report","report","Physical","Physical","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCI Physical Holdings and Titles Report","queryitem1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,1,17,58,3,"22.4.0.0.4 (Build BIPS-20260309180128.86 )",
217,"Annual Stats FY 2025-2026.catalog","UCSF","dashboard_page","dashboardPage","All campus - Electronic Holdings and Titles reports (for troubleshooting)","All campus - Electronic Holdings and Titles reports (for troubleshooting)","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Electronic/All campus - Electronic Holdings and Titles reports (for troubleshooting)/UCSF","dashboardpageitem1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,4,22,57,11,"22.4.0.0.4 (Build BIPS-20260309180128.86 )",""
218,"Annual Stats FY 2025-2026.catalog","Electronic UCSF eResources Managed By designator","saved_column","savedColumnObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Electronic UCSF eResources Managed By designator","cosavedcolumn1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,30,15,5,13,"22.4.0.0.4 (Build BIPS-20260309180128.86 )",""
219,"Annual Stats FY 2025-2026.catalog","UCI Physical Holdings and Titles Report - all data with all exclusions noted","report","report","Physical","Physical","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCI Physical Holdings and Titles Report - all data with all exclusions noted","queryitem1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,30,22,58,24,"22.4.0.0.4 (Build BIPS-20260309180128.86 )","To support troubleshooting UCI's physical holdings report build; campus data only (SLF deposits not included)"
220,"Annual Stats FY 2025-2026.catalog","UCR Check-Out Type Categorization Report","report","report","Fulfillment preparation review reports","Fulfillment preparation review reports","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCR Check-Out Type Categorization Report","queryitem1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_62927642820006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,9,22,50,45,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
221,"Annual Stats FY 2025-2026.catalog","UCR User Group categorization report","report","report","Fulfillment preparation review reports","Fulfillment preparation review reports","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCR User Group categorization report","queryitem1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,4,6,21,34,50,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",
222,"Annual Stats FY 2025-2026.catalog","Fulfillment - Alma User Group","saved_column","savedColumnObject","Annual Stats FY 2025-2026","Annual Stats FY 2025-2026","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Fulfillment - Alma User Group","cosavedcolumn1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,5,18,56,0,"22.4.0.0.4 (Build BIPS-20251201174826.81 )",""
223,"Annual Stats FY 2025-2026.catalog","UCLA Physical Holdings and Titles Report","report","report","Physical","Physical","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCLA Physical Holdings and Titles Report","queryitem1",,"HE_51947678370006531_6531_D_na07.alma.exlibrisgroup.com","HE_26742315260006531_6531_D_na07.alma.exlibrisgroup.com",4,2026,6,1,17,57,44,"22.4.0.0.4 (Build BIPS-20260309180128.86 )",
