"item_name","filter_index","parent_index","depth","node_type","logical_operator","criteria","subject_area","original_path","catalog_index"
"Physical - UCSC SCA Exclusions",2,1,2,"sawx:sql",NA,"NOT (CASE WHEN DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = 6532 AND
""Location"".""Location Name"" IN ('Art History/Classics Special Collections', 'Asian American Studies Special Collection', 'Chemistry Special Collection', 'Chicano Studies Special Collections', 'Comparative Ethnic Studies Special Collections', 'East Asian Special Collections', 'Institute of Governmental Studies Special collections', 'Native American Studies Special Collections', 'Physics-Astronomy Special Collection') THEN 'Physical Materials (non-SCA)' WHEN ""Location"".""Library Code"" IN ('SPECIALCOL', 'SSPEC') THEN 'SCA Locations' WHEN ""Location"".""Library Name"" IN ('Archives and Special Collections', 'Library Special Collections', 'Shields Special Collections', 'Special Collections & Archives', 'Special Collections & University Archives') THEN 'SCA Locations' WHEN ""Location"".""Location Name"" IN ('*YRL SpecColl Acq', 'AAS SpecColl', 'AIS SpecColl', 'AIS SpecColl AV', 'AIS SpecColl Audio', 'AIS SpecColl Video', 'Art History/Classics Special Collections', 'Asian American Studies Special Collection', 'Bio Hist SpecColl', 'Bio SpecColl', 'Bio SpecColl Box Mono', 'Bio SpecColl Box Serial', 'Bio SpecColl Cage', 'Bio SpecColl Cage Mss', 'Bio SpecColl Cage Over*', 'Bio SpecColl Cage Over**', 'Bio SpecColl Rare', 'Bio SpecColl Rare Benj', 'Bio SpecColl Rare Over*', 'Bio SpecColl Vault', 'Bio SpecColl Vault Over*', 'Bio SpecColl Vault Over**', 'CAAS SpecColl Audio', 'CAAS SpecColl Video', 'Chemistry Special Collection', 'Chicano Studies Special Collections', 'Comparative Ethnic Studies Special Collections', 'East Asian Special Collections', 'History Reference in Special Collections', 'Institute of Governmental Studies Special collections', 'Langson Library Special Collections and Archives', 'Mgmt Special Collections', 'Native American Studies Special Collections', 'PerfArts SpecColl Art', 'PerfArts SpecColl Mus', 'PerfArts SpecColl Sheet', 'Physics-Astronomy Special Collection', 'SEL EMS SpecColl Tallman', 'SEL GG SpecColl Lock Case', 'Southern Regional Library Facility (SRLF) Storage, request in Langson Library Special Collections', 'Southern Regional Library Facility Special Collections & University Archives', 'Spec Coll', 'Spec Coll Annex', 'Spec Coll Annex Oversize', 'Spec Coll Esther Rice Room', 'Spec Coll Flat Files', 'Spec Coll Maps', 'Spec Coll Microfilm', 'Spec Coll NRLF', 'Spec Coll Oversize', 'Spec Coll Oversize Maps', 'Special Coll., American Religions Coll Oversize', 'Special Coll., American Religions Collection', 'Special Coll., Bernath Collection', 'Special Coll., Bernath Collection Oversize', 'Special Coll., CA Ethnic & Multicultural Archives', 'Special Coll., Darwin Collection', 'Special Coll., Darwin Collection Oversize', 'Special Coll., Darwin Collection, V', 'Special Coll., Humanistic Psychology Archive', 'Special Coll., Performing Arts', 'Special Coll., Printers Collection', 'Special Coll., Printers Collection Flat Files', 'Special Coll., Printers Collection Oversize', 'Special Coll., Printers Collection, V', 'Special Coll., Santa Barbara History', 'Special Coll., University Archives', 'Special Coll., Wyles Collection', 'Special Coll., Wyles Collection Flat Files', 'Special Coll., Wyles Collection Maps', 'Special Coll., Wyles Collection Oversize', 'Special Coll., Wyles Collection, V', 'Special Collection', 'Special Collections', 'Special Collections Archives', 'Special Collections Artists Books', 'Special Collections Artists Books Flat', 'Special Collections Artists Books Oversize', 'Special Collections Artists Books Tiny', 'Special Collections Artists Books Vault', 'Special Collections CD', 'Special Collections Computer File', 'Special Collections Costo', 'Special Collections Costo Oversize', 'Special Collections Costo Oversize V', 'Special Collections Costo Vault', 'Special Collections Flat', 'Special Collections Flat V', 'Special Collections Leaves Flat Vault', 'Special Collections Leaves Oversize Vault', 'Special Collections Leaves Tiny Vault', 'Special Collections Leaves Vault', 'Special Collections Manuscripts', 'Special Collections Map Case', 'Special Collections Map Rivera', 'Special Collections Oversize', 'Special Collections Oversize Vault', 'Special Collections Pamphlets', 'Special Collections Photo', 'Special Collections Photo Oversize', 'Special Collections Photo Tiny', 'Special Collections Reserve', 'Special Collections Snyder Collection', 'Special Collections Staff Reference', 'Special Collections Thesis', 'Special Collections Thesis Oversize', 'Special Collections Tiny', 'Special Collections Tiny Vault', 'Special Collections Traven', 'Special Collections Traven Oversize', 'Special Collections Traven Vault', 'Special Collections Vault', 'Special Collections Video Tape', 'Special Collections at SRLF', 'Special Collections, Flat Files', 'Special Collections, Manuscripts', 'Special Collections, Maps', 'Special Collections, Microform Master', 'Special Collections, Microforms', 'Special Collections, Oral History', 'Special Collections, University Publications', 'Special Collections, V', 'Tobacco Control Reference in Special Collections', 'UCD Special Collections (NRLF)', 'UCL Shared Print Special Coll., American Religions Collection', 'UCL Shared Print Special Collections', 'UCSC Special Collections (NRLF)', 'UCSF Special Collections (NRLF)', 'YRL SpecColl A-M Aldine', 'YRL SpecColl A-M Incunabu', 'YRL SpecColl Back CBC', 'YRL SpecColl Backlog', 'YRL SpecColl Bind Prep', 'YRL SpecColl Booth Room', 'YRL SpecColl Box Mono', 'YRL SpecColl Box Serial', 'YRL SpecColl Broadsides', 'YRL SpecColl CBC', 'YRL SpecColl CBC*', 'YRL SpecColl Miniature', 'YRL SpecColl Oversize*', 'YRL SpecColl Oversize**', 'YRL SpecColl Oversize***', 'YRL SpecColl Rare Belt', 'YRL SpecColl Rare Belt*', 'YRL SpecColl Rare Belt**', 'YRL SpecColl Safe', 'YRL SpecColl Stacks', 'YRL SpecColl Vault', 'YRL Special Collections') THEN 'SCA Locations' WHEN DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = 6532 AND
""Location"".""Library Name"" = 'Bancroft Library/University Archives' THEN 'SCA Locations' WHEN DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = 6532 AND
""Location"".""Library Name"" = 'Northern Regional Library Facility' AND
""Location"".""Location Code"" LIKE 'n%r' THEN 'SCA Locations' WHEN DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = 6533 AND
""Physical Item Details"".""Statistics Note 1"" LIKE '%Spec Coll%' THEN 'SCA Locations' ELSE 'Physical Materials (non-SCA)' END  = 'SCA Locations' AND
DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = 4876 AND
""Holding Details"".""Permanent Call Number"" LIKE 'MS%')","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCSC SCA Exclusions",14
"Physical - UCSC SCA Exclusions",3,1,2,"sawx:sql",NA,"NOT (CASE  WHEN DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = 6532 AND
""Location"".""Location Name"" IN ('Art History/Classics Special Collections', 'Asian American Studies Special Collection', 'Chemistry Special Collection', 'Chicano Studies Special Collections', 'Comparative Ethnic Studies Special Collections', 'East Asian Special Collections', 'Institute of Governmental Studies Special collections', 'Native American Studies Special Collections', 'Physics-Astronomy Special Collection') THEN 'Physical Materials (non-SCA)' WHEN ""Location"".""Library Code"" IN ('SPECIALCOL', 'SSPEC') THEN 'SCA Locations' WHEN ""Location"".""Library Name"" IN ('Archives and Special Collections', 'Library Special Collections', 'Shields Special Collections', 'Special Collections & Archives', 'Special Collections & University Archives') THEN 'SCA Locations' WHEN ""Location"".""Location Name"" IN ('*YRL SpecColl Acq', 'AAS SpecColl', 'AIS SpecColl', 'AIS SpecColl AV', 'AIS SpecColl Audio', 'AIS SpecColl Video', 'Art History/Classics Special Collections', 'Asian American Studies Special Collection', 'Bio Hist SpecColl', 'Bio SpecColl', 'Bio SpecColl Box Mono', 'Bio SpecColl Box Serial', 'Bio SpecColl Cage', 'Bio SpecColl Cage Mss', 'Bio SpecColl Cage Over*', 'Bio SpecColl Cage Over**', 'Bio SpecColl Rare', 'Bio SpecColl Rare Benj', 'Bio SpecColl Rare Over*', 'Bio SpecColl Vault', 'Bio SpecColl Vault Over*', 'Bio SpecColl Vault Over**', 'CAAS SpecColl Audio', 'CAAS SpecColl Video', 'Chemistry Special Collection', 'Chicano Studies Special Collections', 'Comparative Ethnic Studies Special Collections', 'East Asian Special Collections', 'History Reference in Special Collections', 'Institute of Governmental Studies Special collections', 'Langson Library Special Collections and Archives', 'Mgmt Special Collections', 'Native American Studies Special Collections', 'PerfArts SpecColl Art', 'PerfArts SpecColl Mus', 'PerfArts SpecColl Sheet', 'Physics-Astronomy Special Collection', 'SEL EMS SpecColl Tallman', 'SEL GG SpecColl Lock Case', 'Southern Regional Library Facility (SRLF) Storage, request in Langson Library Special Collections', 'Southern Regional Library Facility Special Collections & University Archives', 'Spec Coll', 'Spec Coll Annex', 'Spec Coll Annex Oversize', 'Spec Coll Esther Rice Room', 'Spec Coll Flat Files', 'Spec Coll Maps', 'Spec Coll Microfilm', 'Spec Coll NRLF', 'Spec Coll Oversize', 'Spec Coll Oversize Maps', 'Special Coll., American Religions Coll Oversize', 'Special Coll., American Religions Collection', 'Special Coll., Bernath Collection', 'Special Coll., Bernath Collection Oversize', 'Special Coll., CA Ethnic & Multicultural Archives', 'Special Coll., Darwin Collection', 'Special Coll., Darwin Collection Oversize', 'Special Coll., Darwin Collection, V', 'Special Coll., Humanistic Psychology Archive', 'Special Coll., Performing Arts', 'Special Coll., Printers Collection', 'Special Coll., Printers Collection Flat Files', 'Special Coll., Printers Collection Oversize', 'Special Coll., Printers Collection, V', 'Special Coll., Santa Barbara History', 'Special Coll., University Archives', 'Special Coll., Wyles Collection', 'Special Coll., Wyles Collection Flat Files', 'Special Coll., Wyles Collection Maps', 'Special Coll., Wyles Collection Oversize', 'Special Coll., Wyles Collection, V', 'Special Collection', 'Special Collections', 'Special Collections Archives', 'Special Collections Artists Books', 'Special Collections Artists Books Flat', 'Special Collections Artists Books Oversize', 'Special Collections Artists Books Tiny', 'Special Collections Artists Books Vault', 'Special Collections CD', 'Special Collections Computer File', 'Special Collections Costo', 'Special Collections Costo Oversize', 'Special Collections Costo Oversize V', 'Special Collections Costo Vault', 'Special Collections Flat', 'Special Collections Flat V', 'Special Collections Leaves Flat Vault', 'Special Collections Leaves Oversize Vault', 'Special Collections Leaves Tiny Vault', 'Special Collections Leaves Vault', 'Special Collections Manuscripts', 'Special Collections Map Case', 'Special Collections Map Rivera', 'Special Collections Oversize', 'Special Collections Oversize Vault', 'Special Collections Pamphlets', 'Special Collections Photo', 'Special Collections Photo Oversize', 'Special Collections Photo Tiny', 'Special Collections Reserve', 'Special Collections Snyder Collection', 'Special Collections Staff Reference', 'Special Collections Thesis', 'Special Collections Thesis Oversize', 'Special Collections Tiny', 'Special Collections Tiny Vault', 'Special Collections Traven', 'Special Collections Traven Oversize', 'Special Collections Traven Vault', 'Special Collections Vault', 'Special Collections Video Tape', 'Special Collections at SRLF', 'Special Collections, Flat Files', 'Special Collections, Manuscripts', 'Special Collections, Maps', 'Special Collections, Microform Master', 'Special Collections, Microforms', 'Special Collections, Oral History', 'Special Collections, University Publications', 'Special Collections, V', 'Tobacco Control Reference in Special Collections', 'UCD Special Collections (NRLF)', 'UCL Shared Print Special Coll., American Religions Collection', 'UCL Shared Print Special Collections', 'UCSC Special Collections (NRLF)', 'UCSF Special Collections (NRLF)', 'YRL SpecColl A-M Aldine', 'YRL SpecColl A-M Incunabu', 'YRL SpecColl Back CBC', 'YRL SpecColl Backlog', 'YRL SpecColl Bind Prep', 'YRL SpecColl Booth Room', 'YRL SpecColl Box Mono', 'YRL SpecColl Box Serial', 'YRL SpecColl Broadsides', 'YRL SpecColl CBC', 'YRL SpecColl CBC*', 'YRL SpecColl Miniature', 'YRL SpecColl Oversize*', 'YRL SpecColl Oversize**', 'YRL SpecColl Oversize***', 'YRL SpecColl Rare Belt', 'YRL SpecColl Rare Belt*', 'YRL SpecColl Rare Belt**', 'YRL SpecColl Safe', 'YRL SpecColl Stacks', 'YRL SpecColl Vault', 'YRL Special Collections') THEN 'SCA Locations' WHEN DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = 6532 AND
""Location"".""Library Name"" = 'Bancroft Library/University Archives' THEN 'SCA Locations' WHEN DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = 6532 AND
""Location"".""Library Name"" = 'Northern Regional Library Facility' AND
""Location"".""Location Code"" LIKE 'n%r' THEN 'SCA Locations' WHEN DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = 6533 AND
""Physical Item Details"".""Statistics Note 1"" LIKE '%Spec Coll%' THEN 'SCA Locations' ELSE 'Physical Materials (non-SCA)' END  = 'SCA Locations' AND
DESCRIPTOR_IDOF(""Physical Items"".""Institution"".""Institution Name"") = 4876 AND
""Holding Details"".""Permanent Call Number"" LIKE 'UA%')","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCSC SCA Exclusions",14
"Physical - UCSD Physical Filters",1,NA,1,"sawx:logical","and","(""Location"".""Location Code"" NOT IN ('cc_borbot', 'cc_flr2', 'cc_stor', 'desk', 'srlf', 'SRLF') AND ""Location"".""Location Name"" <> 'Problem location from Migration')","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCSD Physical Filters",15
"Physical - UCSD Physical Filters",2,1,2,"sawx:sql",NA,"""Location"".""Location Code"" NOT IN ('cc_borbot', 'cc_flr2', 'cc_stor', 'desk', 'srlf', 'SRLF')","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCSD Physical Filters",15
"Physical - UCSD Physical Filters",3,1,2,"sawx:comparison","notEqual","""Location"".""Location Name"" <> 'Problem location from Migration'","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCSD Physical Filters",15
"Physical - UCSD Physical Filters",4,3,3,"sawx:sqlExpression",NA,"""Location"".""Location Name""","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCSD Physical Filters",15
"Physical - UCSD Physical Filters",5,3,3,"xsd:string",NA,"'Problem location from Migration'","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCSD Physical Filters",15
"Physical - UCSF Physical Filters",1,NA,1,"sawx:comparison","notEqual","""Location"".""Location Code"" <> 'frsno'","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCSF Physical Filters",16
"Physical - UCSF Physical Filters",2,1,2,"sawx:sqlExpression",NA,"""Location"".""Location Code""","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCSF Physical Filters",16
"Physical - UCSF Physical Filters",3,1,2,"xsd:string",NA,"'frsno'","""Physical Items""","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCSF Physical Filters",16
