"filter_record_id","record_scope","report_catalog_index","report_title","report_subject_area","report_path","filter_index","group_path","nesting_level","join_operator","filter_source","expression_type","operator","field","filter_text","value_count","value_preview","definition_catalog_index","definition_name","definition_path","rule_count","is_resolved","is_referenced"
"F175","report_filter",188,"SLF-S Added Physical Holdings and Titles Report part 2","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/SLF-S Added Physical Holdings and Titles Report part 2",6,"1.5.2",3,"or","inline","list","in","""Physical Item Details"".""Barcode""","""Physical Item Details"".""Barcode"" IN ('DD0004555389', 'DD0004555397', 'DD0004555405', 'DD0004555413', 'DD0004555421', 'DD0004555439', 'DD0004555447', 'DD0004555454', 'DD0004555462', 'DD0004555470', … (+9989 more))",9999,"DD0004555389 | DD0004555397 | DD0004555405 | DD0004555413 | DD0004555421 | DD0004555439 | DD0004555447 | DD0004555454 | DD0004555462 | DD0004555470 | … (+9989 more)",,,,1,,
"F176","report_filter",188,"SLF-S Added Physical Holdings and Titles Report part 2","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/SLF-S Added Physical Holdings and Titles Report part 2",7,"1.5.3",3,"or","inline","list","in","""Physical Item Details"".""Barcode""","""Physical Item Details"".""Barcode"" IN ('DD0004655445', 'DD0004655452', 'DD0004655460', 'DD0004655478', 'DD0004655486', 'DD0004655494', 'DD0004655502', 'DD0004655510', 'DD0004655528', 'DD0004655536', … (+5271 more))",5281,"DD0004655445 | DD0004655452 | DD0004655460 | DD0004655478 | DD0004655486 | DD0004655494 | DD0004655502 | DD0004655510 | DD0004655528 | DD0004655536 | … (+5271 more)",,,,1,,
"F177","report_filter",189,"UCB physical holdings and titles report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCB physical holdings and titles report",1,"1.1",2,"and","inline","list","in","""Institution"".""Institution Name""","""Institution"".""Institution Name"" IN (6532, 6533)",2,"6532 | 6533",,,,1,,
"F178","report_filter",189,"UCB physical holdings and titles report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCB physical holdings and titles report",2,"1.2",2,"and","inline","list","in","""Institution"".""Institution Name""","""Institution"".""Institution Name"" IN ('SLF-N', 'SLF-S', 'UCB')",3,"SLF-N | SLF-S | UCB",,,,1,,
"F179","report_filter",189,"UCB physical holdings and titles report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCB physical holdings and titles report",3,"1.3",2,"and","saved_reference","savedFilter",,,"Saved filter: Global stats physical filters",,,,"Global stats physical filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Global stats physical filters",,FALSE,
"F180","report_filter",189,"UCB physical holdings and titles report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCB physical holdings and titles report",4,"1.4",2,"and","saved_reference","savedFilter",,,"Saved filter: UCB Physical Filters",,,,"UCB Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCB Physical Filters",,FALSE,
"F181","report_filter",189,"UCB physical holdings and titles report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCB physical holdings and titles report",5,"1.5",2,"and","saved_reference","savedFilter",,,"Saved filter: UCB SCA exclusions",,,,"UCB SCA exclusions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCB SCA exclusions",,FALSE,
"F182","report_filter",190,"UCLA User Group Categorization Report","Fulfillment","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCLA User Group Categorization Report",1,"1",1,,"inline","comparison","equal","""Institution"".""Institution Name""","""Institution"".""Institution Name"" = 6533",1,"6533",,,,1,,
"F183","report_filter",191,"UCSD Risk Management Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCSD Risk Management Report",1,"1.1",2,"and","inline","list","in","""Institution"".""Institution Name""","""Institution"".""Institution Name"" IN (6535, 6532, 6533)",3,"6535 | 6532 | 6533",,,,1,,
"F184","report_filter",191,"UCSD Risk Management Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCSD Risk Management Report",2,"1.2",2,"and","inline","list","in","""Institution"".""Institution Name""","""Institution"".""Institution Name"" IN ('SLF-N', 'SLF-S', 'UCSD')",3,"SLF-N | SLF-S | UCSD",,,,1,,
"F185","report_filter",191,"UCSD Risk Management Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCSD Risk Management Report",3,"1.3",2,"and","saved_reference","savedFilter",,,"Saved filter: Global stats physical filters",,,,"Global stats physical filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Global stats physical filters",,FALSE,
"F186","report_filter",191,"UCSD Risk Management Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCSD Risk Management Report",4,"1.4",2,"and","saved_reference","savedFilter",,,"Saved filter: UCSD Physical Filters",,,,"UCSD Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCSD Physical Filters",,FALSE,
"F187","report_filter",191,"UCSD Risk Management Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCSD Risk Management Report",5,"1.5",2,"and","saved_reference","savedFilter",,,"Saved filter: Physical - UCSD SCA Exclusions",,,300,"Physical - UCSD SCA Exclusions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Physical - UCSD SCA Exclusions",4,TRUE,
"F188","report_filter",193,"UCSC Library Categorization Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCSC Library Categorization Report",1,"1.1",2,"and","inline","list","in","""Institution"".""Institution Name""","""Institution"".""Institution Name"" IN (6532, 6533, 4876)",3,"6532 | 6533 | 4876",,,,1,,
"F189","report_filter",193,"UCSC Library Categorization Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCSC Library Categorization Report",2,"1.2",2,"and","inline","list","in","""Institution"".""Institution Name""","""Institution"".""Institution Name"" IN ('SLF-N', 'SLF-S', 'UCSC')",3,"SLF-N | SLF-S | UCSC",,,,1,,
"F190","report_filter",193,"UCSC Library Categorization Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCSC Library Categorization Report",3,"1.3",2,"and","saved_reference","savedFilter",,,"Saved filter: Global stats physical filters",,,,"Global stats physical filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Global stats physical filters",,FALSE,
"F191","report_filter",193,"UCSC Library Categorization Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCSC Library Categorization Report",4,"1.4",2,"and","saved_reference","savedFilter",,,"Saved filter: UCSC Physical Filters",,,,"UCSC Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCSC Physical Filters",,FALSE,
"F192","report_filter",193,"UCSC Library Categorization Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCSC Library Categorization Report",5,"1.5",2,"and","saved_reference","savedFilter",,,"Saved filter: UCSC SCA Exclusions",,,,"UCSC SCA Exclusions","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCSC SCA Exclusions",,FALSE,
"F193","report_filter",194,"UCSD Physical Collection Usage","Fulfillment","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical Collection Usage/UCSD Physical Collection Usage",1,"1.1",2,"and","inline","comparison","equal","""Institution"".""Institution Name""","""Institution"".""Institution Name"" = 6535",1,"6535",,,,1,,
"F194","report_filter",194,"UCSD Physical Collection Usage","Fulfillment","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical Collection Usage/UCSD Physical Collection Usage",2,"1.2",2,"and","saved_reference","savedFilter",,,"Saved filter: Fulfillment - FY 2025-26 Loans",,,226,"Fulfillment - FY 2025-26 Loans","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Fulfillment - FY 2025-26 Loans",1,TRUE,
"F195","report_filter",194,"UCSD Physical Collection Usage","Fulfillment","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical Collection Usage/UCSD Physical Collection Usage",3,"1.3",2,"and","inline","comparison","greater","""Loan"".""Loans (Not In House)""","""Loan"".""Loans (Not In House)"" > 0",1,"0",,,,1,,
"F196","report_filter",196,"UCSC eResources Comparison Report","E-Inventory","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/eResources Comparison/UCSC eResources Comparison Report",1,"1.1",2,"and","inline","list","in","""Institution"".""Institution Name""","""Institution"".""Institution Name"" IN (4876, 6531)",2,"4876 | 6531",,,,1,,
"F197","report_filter",196,"UCSC eResources Comparison Report","E-Inventory","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/eResources Comparison/UCSC eResources Comparison Report",2,"1.2",2,"and","inline","list","in","""Institution"".""Institution Name""","""Institution"".""Institution Name"" IN ('Managed by CDL', 'Managed by UCSC')",2,"Managed by CDL | Managed by UCSC",,,,1,,
"F198","report_filter",197,"UCSC Electronic Holdings and Titles Report","E-Inventory","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Electronic/UCSC Electronic Holdings and Titles Report",1,"1.1",2,"and","inline","list","in","""Institution"".""Institution Name""","""Institution"".""Institution Name"" IN (4876, 6531)",2,"4876 | 6531",,,,1,,
"F199","report_filter",197,"UCSC Electronic Holdings and Titles Report","E-Inventory","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Electronic/UCSC Electronic Holdings and Titles Report",2,"1.2",2,"and","inline","list","in","""Institution"".""Institution Name""","""Institution"".""Institution Name"" IN ('Managed by CDL', 'Managed by UCSC')",2,"Managed by CDL | Managed by UCSC",,,,1,,
"F200","report_filter",198,"UCSC eResources Library Categorization Report","E-Inventory","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Electronic preparation review reports/UCSC eResources Library Categorization Report",1,"1",1,,"inline","comparison","equal","""Institution"".""Institution Name""","""Institution"".""Institution Name"" = 4876",1,"4876",,,,1,,
"F201","report_filter",199,"UCD Physical Holdings and Titles Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCD Physical Holdings and Titles Report",1,"1.1",2,"and","inline","list","in","""Institution"".""Institution Name""","""Institution"".""Institution Name"" IN (6532, 3126, 6533)",3,"6532 | 3126 | 6533",,,,1,,
"F202","report_filter",199,"UCD Physical Holdings and Titles Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCD Physical Holdings and Titles Report",2,"1.2",2,"and","inline","list","in","""Institution"".""Institution Name""","""Institution"".""Institution Name"" IN ('SLF-N', 'SLF-S', 'UCD')",3,"SLF-N | SLF-S | UCD",,,,1,,
"F203","report_filter",199,"UCD Physical Holdings and Titles Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCD Physical Holdings and Titles Report",3,"1.3",2,"and","saved_reference","savedFilter",,,"Saved filter: Global stats physical filters",,,,"Global stats physical filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Global stats physical filters",,FALSE,
"F204","report_filter",199,"UCD Physical Holdings and Titles Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCD Physical Holdings and Titles Report",4,"1.4",2,"and","saved_reference","savedFilter",,,"Saved filter: UCD Physical Filters",,,,"UCD Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCD Physical Filters",,FALSE,
"F205","report_filter",201,"UCSD eResources Comparison Report","E-Inventory","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/eResources Comparison/UCSD eResources Comparison Report",1,"1.1",2,"and","inline","list","in","""Institution"".""Institution Name""","""Institution"".""Institution Name"" IN (6535, 6531)",2,"6535 | 6531",,,,1,,
"F206","report_filter",201,"UCSD eResources Comparison Report","E-Inventory","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/eResources Comparison/UCSD eResources Comparison Report",2,"1.2",2,"and","inline","list","in","""Institution"".""Institution Name""","""Institution"".""Institution Name"" IN ('Managed by CDL', 'Managed by UCSD')",2,"Managed by CDL | Managed by UCSD",,,,1,,
"F207","report_filter",202,"UCM Check-Out Type Categorization Report","Fulfillment","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCM Check-Out Type Categorization Report",1,"1.1",2,"and","inline","comparison","equal","""Institution"".""Institution Name""","""Institution"".""Institution Name"" = 6534",1,"6534",,,,1,,
"F208","report_filter",202,"UCM Check-Out Type Categorization Report","Fulfillment","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCM Check-Out Type Categorization Report",2,"1.2",2,"and","saved_reference","savedFilter",,,"Saved filter: FY 2025-26 Loans",,,,"FY 2025-26 Loans","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/FY 2025-26 Loans",,FALSE,
"F209","report_filter",202,"UCM Check-Out Type Categorization Report","Fulfillment","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCM Check-Out Type Categorization Report",3,"1.3",2,"and","inline","comparison","equal","""Loan Details"".""In House Loan Indicator""","""Loan Details"".""In House Loan Indicator"" = 'N'",1,"N",,,,1,,
"F210","report_filter",204,"UCSD Library Categorization Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCSD Library Categorization Report",1,"1.1",2,"and","inline","list","in","""Institution"".""Institution Name""","""Institution"".""Institution Name"" IN (6535, 6532, 6533)",3,"6535 | 6532 | 6533",,,,1,,
"F211","report_filter",204,"UCSD Library Categorization Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCSD Library Categorization Report",2,"1.2",2,"and","inline","list","in","""Institution"".""Institution Name""","""Institution"".""Institution Name"" IN ('SLF-N', 'SLF-S', 'UCSD')",3,"SLF-N | SLF-S | UCSD",,,,1,,
"F212","report_filter",204,"UCSD Library Categorization Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCSD Library Categorization Report",3,"1.3",2,"and","saved_reference","savedFilter",,,"Saved filter: Global stats physical filters",,,,"Global stats physical filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Global stats physical filters",,FALSE,
"F213","report_filter",204,"UCSD Library Categorization Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCSD Library Categorization Report",4,"1.4",2,"and","saved_reference","savedFilter",,,"Saved filter: UCSD Physical Filters",,,,"UCSD Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCSD Physical Filters",,FALSE,
"F214","report_filter",205,"UCSF Risk Management Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCSF Risk Management Report",1,"1.1",2,"and","inline","list","in","""Institution"".""Institution Name""","""Institution"".""Institution Name"" IN (6532, 6533, 6536)",3,"6532 | 6533 | 6536",,,,1,,
"F215","report_filter",205,"UCSF Risk Management Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCSF Risk Management Report",2,"1.2",2,"and","inline","list","in","""Institution"".""Institution Name""","""Institution"".""Institution Name"" IN ('SLF-N', 'SLF-S', 'UCSF')",3,"SLF-N | SLF-S | UCSF",,,,1,,
"F216","report_filter",205,"UCSF Risk Management Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCSF Risk Management Report",3,"1.3",2,"and","saved_reference","savedFilter",,,"Saved filter: Global stats physical filters",,,,"Global stats physical filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Global stats physical filters",,FALSE,
"F217","report_filter",205,"UCSF Risk Management Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Risk Management/UCSF Risk Management Report",4,"1.4",2,"and","saved_reference","savedFilter",,,"Saved filter: UCSF Physical Filters",,,,"UCSF Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCSF Physical Filters",,FALSE,
"F218","report_filter",206,"UCSD eResources Library Categorization Report","E-Inventory","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Electronic preparation review reports/UCSD eResources Library Categorization Report",1,"1",1,,"inline","comparison","equal","""Institution"".""Institution Name""","""Institution"".""Institution Name"" = 6535",1,"6535",,,,1,,
"F219","report_filter",207,"UCSD Electronic Holdings and Titles Report","E-Inventory","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Electronic/UCSD Electronic Holdings and Titles Report",1,"1.1",2,"and","inline","list","in","""Institution"".""Institution Name""","""Institution"".""Institution Name"" IN (6535, 6531)",2,"6535 | 6531",,,,1,,
"F220","report_filter",207,"UCSD Electronic Holdings and Titles Report","E-Inventory","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Electronic/UCSD Electronic Holdings and Titles Report",2,"1.2",2,"and","inline","list","in","""Institution"".""Institution Name""","""Institution"".""Institution Name"" IN ('Managed by CDL', 'Managed by UCSD')",2,"Managed by CDL | Managed by UCSD",,,,1,,
"F221","report_filter",208,"UCSF Physical Collection Usage","Fulfillment","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical Collection Usage/UCSF Physical Collection Usage",1,"1.1",2,"and","inline","comparison","equal","""Institution"".""Institution Name""","""Institution"".""Institution Name"" = 6536",1,"6536",,,,1,,
"F222","report_filter",208,"UCSF Physical Collection Usage","Fulfillment","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical Collection Usage/UCSF Physical Collection Usage",2,"1.2",2,"and","saved_reference","savedFilter",,,"Saved filter: Fulfillment - FY 2025-26 Loans",,,226,"Fulfillment - FY 2025-26 Loans","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Fulfillment - FY 2025-26 Loans",1,TRUE,
"F223","report_filter",208,"UCSF Physical Collection Usage","Fulfillment","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical Collection Usage/UCSF Physical Collection Usage",3,"1.3",2,"and","inline","comparison","greater","""Loan"".""Loans (Not In House)""","""Loan"".""Loans (Not In House)"" > 0",1,"0",,,,1,,
"F224","report_filter",211,"UCSF eResources Library Categorization Report","E-Inventory","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Electronic preparation review reports/UCSF eResources Library Categorization Report",1,"1",1,,"inline","comparison","equal","""Institution"".""Institution Name""","""Institution"".""Institution Name"" = 6536",1,"6536",,,,1,,
"F225","report_filter",212,"UCM User Group categorization report","Fulfillment","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Fulfillment preparation review reports/UCM User Group categorization report",1,"1",1,,"inline","comparison","equal","""Institution"".""Institution Name""","""Institution"".""Institution Name"" = 6534",1,"6534",,,,1,,
"F226","report_filter",213,"UCSF Library Categorization Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCSF Library Categorization Report",1,"1.1",2,"and","inline","list","in","""Institution"".""Institution Name""","""Institution"".""Institution Name"" IN (6532, 6533, 6536)",3,"6532 | 6533 | 6536",,,,1,,
"F227","report_filter",213,"UCSF Library Categorization Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCSF Library Categorization Report",2,"1.2",2,"and","inline","list","in","""Institution"".""Institution Name""","""Institution"".""Institution Name"" IN ('SLF-N', 'SLF-S', 'UCSF')",3,"SLF-N | SLF-S | UCSF",,,,1,,
"F228","report_filter",213,"UCSF Library Categorization Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCSF Library Categorization Report",3,"1.3",2,"and","saved_reference","savedFilter",,,"Saved filter: Global stats physical filters",,,,"Global stats physical filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Global stats physical filters",,FALSE,
"F229","report_filter",213,"UCSF Library Categorization Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Preparation review reports/Physical preparation review reports/UCSF Library Categorization Report",4,"1.4",2,"and","saved_reference","savedFilter",,,"Saved filter: UCSF Physical Filters",,,,"UCSF Physical Filters","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/UCSF Physical Filters",,FALSE,
"F230","report_filter",214,"UCSF Electronic Holdings and Titles Report","E-Inventory","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Electronic/UCSF Electronic Holdings and Titles Report",1,"1.1",2,"and","inline","list","in","""Institution"".""Institution Name""","""Institution"".""Institution Name"" IN (6536, 6531)",2,"6536 | 6531",,,,1,,
"F231","report_filter",214,"UCSF Electronic Holdings and Titles Report","E-Inventory","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Electronic/UCSF Electronic Holdings and Titles Report",2,"1.2",2,"and","inline","list","in","""Institution"".""Institution Name""","""Institution"".""Institution Name"" IN ('Managed by CDL', 'Managed by UCSF')",2,"Managed by CDL | Managed by UCSF",,,,1,,
"F232","report_filter",215,"UCSF eResources Comparison Report","E-Inventory","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/eResources Comparison/UCSF eResources Comparison Report",1,"1.1",2,"and","inline","list","in","""Institution"".""Institution Name""","""Institution"".""Institution Name"" IN (6536, 6531)",2,"6536 | 6531",,,,1,,
"F233","report_filter",215,"UCSF eResources Comparison Report","E-Inventory","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/eResources Comparison/UCSF eResources Comparison Report",2,"1.2",2,"and","inline","list","in","""Institution"".""Institution Name""","""Institution"".""Institution Name"" IN ('Managed by CDL', 'Managed by UCSF')",2,"Managed by CDL | Managed by UCSF",,,,1,,
"F234","report_filter",216,"UCI Physical Holdings and Titles Report","Physical Items","/shared/University of California System 01UCS_NETWORK/Reports/Local Requests/Annual Statistic Reports/Annual Stats FY 2025-2026/Final stats reports (for July 1)/Physical/UCI Physical Holdings and Titles Report",1,"1.1",2,"and","inline","list","in","""Institution"".""Institution Name""","""Institution"".""Institution Name"" IN (6532, 4701, 6533)",3,"6532 | 4701 | 6533",,,,1,,
